lh.aparc.foldind,lh_bankssts_foldind,lh_caudalanteriorcingulate_foldind,lh_caudalmiddlefrontal_foldind,lh_cuneus_foldind,lh_entorhinal_foldind,lh_fusiform_foldind,lh_inferiorparietal_foldind,lh_inferiortemporal_foldind,lh_isthmuscingulate_foldind,lh_lateraloccipital_foldind,lh_lateralorbitofrontal_foldind,lh_lingual_foldind,lh_medialorbitofrontal_foldind,lh_middletemporal_foldind,lh_parahippocampal_foldind,lh_paracentral_foldind,lh_parsopercularis_foldind,lh_parsorbitalis_foldind,lh_parstriangularis_foldind,lh_pericalcarine_foldind,lh_postcentral_foldind,lh_posteriorcingulate_foldind,lh_precentral_foldind,lh_precuneus_foldind,lh_rostralanteriorcingulate_foldind,lh_rostralmiddlefrontal_foldind,lh_superiorfrontal_foldind,lh_superiorparietal_foldind,lh_superiortemporal_foldind,lh_supramarginal_foldind,lh_frontalpole_foldind,lh_temporalpole_foldind,lh_transversetemporal_foldind,lh_insula_foldind,BrainSegVolNotVent,eTIV
29380,7.0,13.0,31.0,40.0,5.0,58.0,79.0,66.0,19.0,109.0,55.0,62.0,69.0,60.0,6.0,23.0,35.0,16.0,18.0,25.0,70.0,24.0,62.0,58.0,10.0,111.0,130.0,98.0,61.0,81.0,9.0,13.0,18.0,32.0,1224799.0,1533127.236703
29381,7.0,12.0,25.0,46.0,7.0,70.0,69.0,69.0,22.0,138.0,59.0,83.0,44.0,66.0,10.0,12.0,27.0,20.0,27.0,37.0,63.0,24.0,64.0,86.0,22.0,161.0,134.0,117.0,65.0,63.0,9.0,11.0,8.0,50.0,1485317.0,1821055.146207
29382,10.0,12.0,38.0,34.0,8.0,61.0,69.0,83.0,17.0,102.0,49.0,70.0,41.0,62.0,11.0,13.0,33.0,11.0,40.0,28.0,73.0,24.0,66.0,61.0,17.0,125.0,116.0,103.0,55.0,70.0,15.0,13.0,6.0,38.0,1116386.0,1301158.707041
29383,8.0,11.0,18.0,31.0,4.0,61.0,68.0,77.0,25.0,99.0,46.0,51.0,52.0,70.0,7.0,13.0,32.0,24.0,25.0,23.0,77.0,27.0,57.0,69.0,11.0,137.0,120.0,78.0,61.0,108.0,7.0,9.0,10.0,40.0,1208148.0,1458617.044973
29384,12.0,16.0,29.0,42.0,7.0,76.0,103.0,86.0,28.0,150.0,62.0,65.0,40.0,83.0,8.0,19.0,27.0,20.0,24.0,21.0,83.0,28.0,73.0,80.0,26.0,141.0,160.0,119.0,67.0,86.0,9.0,13.0,7.0,79.0,1511233.0,1818466.415907
29385,16.0,13.0,46.0,37.0,6.0,69.0,94.0,99.0,21.0,102.0,65.0,67.0,73.0,92.0,8.0,19.0,32.0,26.0,19.0,20.0,69.0,18.0,65.0,75.0,17.0,149.0,143.0,106.0,63.0,87.0,13.0,13.0,8.0,35.0,1318565.0,1685834.27929
29386,12.0,10.0,26.0,35.0,3.0,46.0,88.0,67.0,24.0,90.0,62.0,60.0,41.0,70.0,11.0,20.0,23.0,16.0,23.0,25.0,64.0,26.0,59.0,87.0,14.0,120.0,119.0,122.0,51.0,54.0,9.0,9.0,9.0,33.0,1161960.0,1426403.803853
29387,11.0,9.0,48.0,26.0,11.0,65.0,61.0,69.0,20.0,106.0,58.0,81.0,41.0,48.0,10.0,17.0,30.0,17.0,27.0,13.0,68.0,27.0,76.0,69.0,20.0,123.0,124.0,107.0,57.0,83.0,13.0,13.0,11.0,40.0,1269802.0,1481912.033655
29388,18.0,6.0,39.0,24.0,10.0,61.0,60.0,66.0,24.0,110.0,48.0,43.0,68.0,61.0,9.0,15.0,33.0,16.0,33.0,18.0,63.0,27.0,75.0,74.0,15.0,101.0,92.0,98.0,67.0,118.0,9.0,13.0,7.0,44.0,1200142.0,1478233.599862
29389,7.0,5.0,34.0,40.0,7.0,63.0,70.0,68.0,28.0,122.0,68.0,57.0,42.0,51.0,5.0,18.0,25.0,21.0,15.0,22.0,58.0,23.0,75.0,62.0,14.0,134.0,155.0,110.0,58.0,76.0,8.0,11.0,7.0,41.0,1455008.0,1748802.608094
29390,8.0,12.0,30.0,21.0,8.0,56.0,91.0,62.0,28.0,135.0,43.0,57.0,35.0,68.0,7.0,16.0,19.0,20.0,15.0,17.0,87.0,24.0,79.0,76.0,11.0,103.0,113.0,98.0,64.0,77.0,6.0,27.0,9.0,47.0,1173281.0,1501818.844007
29391,12.0,14.0,38.0,42.0,4.0,76.0,97.0,64.0,23.0,124.0,65.0,72.0,43.0,83.0,7.0,18.0,26.0,22.0,27.0,19.0,61.0,23.0,107.0,84.0,8.0,134.0,119.0,112.0,69.0,87.0,7.0,12.0,8.0,41.0,1253039.0,1587358.861567
29392,16.0,9.0,32.0,34.0,5.0,76.0,94.0,75.0,20.0,105.0,54.0,52.0,46.0,87.0,7.0,16.0,28.0,14.0,22.0,18.0,68.0,30.0,68.0,73.0,15.0,144.0,139.0,114.0,79.0,98.0,8.0,16.0,12.0,35.0,1243271.0,1420033.139799
29393,13.0,11.0,39.0,31.0,11.0,72.0,89.0,86.0,23.0,104.0,66.0,77.0,47.0,80.0,10.0,16.0,25.0,19.0,22.0,22.0,79.0,29.0,66.0,67.0,19.0,120.0,134.0,111.0,80.0,74.0,11.0,14.0,7.0,37.0,1230251.0,1526061.43752
29394,17.0,21.0,31.0,29.0,14.0,48.0,93.0,57.0,21.0,95.0,52.0,66.0,32.0,83.0,10.0,22.0,28.0,14.0,18.0,14.0,161.0,23.0,66.0,51.0,15.0,95.0,108.0,96.0,64.0,94.0,7.0,16.0,10.0,26.0,1179513.0,1572756.928369
29395,19.0,11.0,51.0,37.0,9.0,70.0,114.0,102.0,36.0,114.0,58.0,86.0,41.0,99.0,12.0,22.0,29.0,18.0,23.0,22.0,75.0,38.0,85.0,93.0,18.0,138.0,181.0,118.0,64.0,102.0,17.0,13.0,10.0,43.0,1407733.0,1761647.224477
29396,14.0,9.0,39.0,38.0,8.0,84.0,100.0,56.0,24.0,144.0,52.0,75.0,30.0,75.0,12.0,14.0,26.0,19.0,22.0,24.0,71.0,25.0,74.0,69.0,17.0,133.0,137.0,87.0,59.0,67.0,11.0,9.0,6.0,43.0,1311872.0,1600978.42089
29397,7.0,10.0,41.0,32.0,8.0,64.0,71.0,60.0,22.0,90.0,58.0,64.0,58.0,66.0,5.0,15.0,21.0,10.0,20.0,12.0,65.0,26.0,70.0,69.0,17.0,133.0,111.0,97.0,58.0,82.0,10.0,16.0,8.0,40.0,1289206.0,1551194.345162
29398,15.0,8.0,15.0,24.0,0.0,43.0,95.0,51.0,6.0,129.0,46.0,26.0,18.0,1537897.0,0.0,18.0,26.0,25.0,21.0,18.0,67.0,9.0,51.0,25.0,6.0,103.0,97.0,103.0,67.0,61.0,12.0,12.0,8.0,33.0,828860.0,1564863.188661
29399,9.0,26.0,38.0,28.0,5.0,74.0,85.0,68.0,24.0,116.0,61.0,48.0,36.0,64.0,7.0,21.0,32.0,23.0,35.0,23.0,74.0,36.0,75.0,74.0,39.0,150.0,146.0,104.0,67.0,81.0,9.0,15.0,6.0,49.0,1166328.0,1406863.177906
29400,8.0,8.0,46.0,29.0,7.0,63.0,65.0,77.0,23.0,119.0,68.0,61.0,44.0,61.0,8.0,20.0,37.0,20.0,24.0,22.0,98.0,21.0,58.0,92.0,18.0,164.0,130.0,114.0,65.0,92.0,10.0,11.0,9.0,23.0,1251647.0,1417445.968441
29401,9.0,9.0,35.0,37.0,4.0,68.0,86.0,68.0,28.0,127.0,67.0,72.0,39.0,50.0,9.0,19.0,31.0,16.0,29.0,20.0,68.0,30.0,57.0,68.0,27.0,125.0,133.0,104.0,59.0,69.0,8.0,11.0,13.0,72.0,1260833.0,1484327.321426
29402,10.0,16.0,35.0,36.0,4.0,53.0,82.0,60.0,23.0,96.0,52.0,68.0,45.0,61.0,9.0,18.0,32.0,15.0,16.0,24.0,88.0,20.0,57.0,68.0,28.0,118.0,128.0,106.0,62.0,71.0,7.0,11.0,9.0,21.0,1038145.0,1240676.745991
29403,14.0,9.0,27.0,31.0,6.0,65.0,92.0,74.0,23.0,105.0,53.0,59.0,39.0,70.0,10.0,14.0,23.0,17.0,21.0,17.0,68.0,24.0,55.0,61.0,21.0,127.0,90.0,84.0,74.0,90.0,6.0,12.0,11.0,32.0,1159632.0,1488282.418836
29404,7.0,15.0,31.0,33.0,6.0,60.0,100.0,61.0,21.0,134.0,46.0,59.0,74.0,58.0,12.0,28.0,26.0,17.0,20.0,16.0,66.0,23.0,70.0,82.0,12.0,94.0,104.0,93.0,48.0,67.0,10.0,10.0,7.0,32.0,1270097.0,1539899.842414
29405,20.0,21.0,38.0,36.0,3.0,65.0,117.0,75.0,22.0,120.0,60.0,74.0,48.0,73.0,10.0,23.0,31.0,17.0,27.0,25.0,80.0,29.0,59.0,71.0,22.0,125.0,104.0,105.0,57.0,70.0,8.0,9.0,15.0,42.0,1292207.0,1518925.065781
29407,11.0,17.0,24.0,33.0,6.0,50.0,86.0,64.0,15.0,85.0,55.0,65.0,49.0,51.0,10.0,15.0,26.0,22.0,26.0,29.0,58.0,20.0,49.0,65.0,20.0,152.0,149.0,97.0,64.0,76.0,7.0,13.0,12.0,27.0,1095378.0,1310680.515207
29408,14.0,10.0,28.0,30.0,6.0,60.0,80.0,78.0,16.0,103.0,48.0,55.0,38.0,74.0,6.0,12.0,28.0,14.0,21.0,20.0,64.0,23.0,61.0,70.0,13.0,89.0,116.0,92.0,67.0,93.0,7.0,14.0,10.0,31.0,1221191.0,1670616.036772
29409,10.0,10.0,22.0,37.0,3.0,59.0,94.0,71.0,17.0,101.0,56.0,68.0,46.0,71.0,6.0,18.0,27.0,14.0,22.0,28.0,74.0,19.0,59.0,80.0,15.0,116.0,125.0,105.0,71.0,76.0,6.0,12.0,7.0,35.0,1221184.0,1439069.111102
29410,6.0,11.0,41.0,39.0,8.0,66.0,58.0,80.0,22.0,116.0,54.0,61.0,39.0,63.0,8.0,15.0,22.0,17.0,20.0,22.0,71.0,19.0,60.0,77.0,15.0,113.0,126.0,104.0,74.0,91.0,7.0,12.0,9.0,28.0,1242093.0,1516017.694385
29411,9.0,8.0,24.0,27.0,10.0,54.0,57.0,49.0,17.0,89.0,44.0,65.0,32.0,48.0,5.0,14.0,20.0,19.0,20.0,25.0,53.0,16.0,48.0,54.0,9.0,99.0,78.0,79.0,64.0,51.0,11.0,13.0,11.0,21.0,1015881.0,1310093.569939
29412,9.0,9.0,31.0,29.0,8.0,55.0,70.0,56.0,19.0,99.0,57.0,41.0,40.0,54.0,6.0,14.0,26.0,16.0,23.0,15.0,68.0,22.0,64.0,57.0,13.0,122.0,124.0,93.0,56.0,66.0,7.0,9.0,9.0,32.0,1070302.0,1350634.90044
29413,9.0,9.0,33.0,28.0,9.0,58.0,88.0,82.0,20.0,121.0,38.0,60.0,57.0,69.0,5.0,22.0,27.0,19.0,20.0,26.0,62.0,23.0,52.0,80.0,13.0,111.0,118.0,103.0,50.0,70.0,8.0,13.0,11.0,31.0,1175290.0,1489017.816704
29414,10.0,16.0,36.0,24.0,4.0,73.0,87.0,60.0,22.0,112.0,60.0,60.0,36.0,64.0,7.0,18.0,30.0,13.0,28.0,27.0,61.0,24.0,57.0,68.0,20.0,132.0,116.0,103.0,61.0,90.0,7.0,9.0,12.0,35.0,1316997.0,1596734.985418
29415,11.0,11.0,35.0,35.0,4.0,65.0,91.0,79.0,24.0,92.0,71.0,77.0,56.0,84.0,6.0,20.0,29.0,15.0,22.0,23.0,69.0,26.0,70.0,95.0,16.0,124.0,121.0,104.0,57.0,88.0,7.0,10.0,11.0,40.0,1312083.0,1538131.883395
29416,15.0,10.0,30.0,33.0,8.0,63.0,78.0,60.0,17.0,90.0,33.0,67.0,35.0,56.0,11.0,14.0,24.0,11.0,12.0,22.0,69.0,16.0,62.0,67.0,20.0,94.0,113.0,84.0,64.0,58.0,10.0,14.0,11.0,27.0,1047550.0,1413954.471492
29417,4.0,9.0,41.0,28.0,13.0,57.0,97.0,67.0,18.0,109.0,51.0,52.0,43.0,48.0,6.0,21.0,16.0,14.0,21.0,20.0,67.0,21.0,70.0,69.0,12.0,105.0,146.0,104.0,53.0,57.0,6.0,18.0,6.0,28.0,1108648.0,1326235.059185
29418,13.0,8.0,43.0,40.0,14.0,72.0,109.0,65.0,25.0,134.0,56.0,82.0,48.0,61.0,14.0,25.0,25.0,19.0,20.0,45.0,84.0,19.0,80.0,95.0,22.0,132.0,147.0,124.0,77.0,90.0,10.0,20.0,14.0,41.0,1375009.0,1689486.830558
29419,7.0,14.0,37.0,32.0,5.0,58.0,76.0,70.0,18.0,95.0,57.0,52.0,39.0,72.0,9.0,15.0,23.0,18.0,19.0,28.0,71.0,20.0,60.0,78.0,14.0,100.0,105.0,92.0,56.0,85.0,8.0,8.0,9.0,29.0,1128176.0,1357958.012596
29420,10.0,10.0,38.0,41.0,5.0,51.0,80.0,76.0,21.0,101.0,54.0,63.0,42.0,66.0,16.0,14.0,28.0,15.0,24.0,32.0,68.0,30.0,61.0,66.0,29.0,115.0,136.0,113.0,75.0,75.0,11.0,9.0,7.0,43.0,1172889.0,1312196.856814
29421,10.0,14.0,39.0,37.0,5.0,68.0,62.0,78.0,21.0,113.0,49.0,60.0,53.0,62.0,6.0,15.0,30.0,16.0,22.0,33.0,58.0,23.0,78.0,65.0,17.0,110.0,111.0,89.0,72.0,85.0,10.0,11.0,9.0,30.0,1159491.0,1400893.619752
29422,8.0,9.0,35.0,35.0,10.0,66.0,91.0,72.0,18.0,77.0,66.0,66.0,45.0,64.0,7.0,15.0,34.0,24.0,23.0,31.0,59.0,23.0,69.0,72.0,26.0,137.0,115.0,113.0,56.0,73.0,8.0,9.0,12.0,35.0,1178657.0,1431278.042124
29423,4.0,9.0,26.0,26.0,8.0,58.0,68.0,69.0,21.0,107.0,51.0,55.0,54.0,47.0,11.0,10.0,18.0,13.0,24.0,23.0,68.0,19.0,51.0,53.0,12.0,107.0,87.0,77.0,45.0,82.0,8.0,11.0,7.0,24.0,1087323.0,1328792.565126
29424,11.0,11.0,44.0,36.0,11.0,62.0,92.0,82.0,18.0,110.0,62.0,59.0,44.0,85.0,10.0,17.0,31.0,25.0,18.0,17.0,87.0,18.0,93.0,86.0,20.0,140.0,145.0,117.0,70.0,71.0,7.0,10.0,8.0,33.0,1192675.0,1479826.803981
29425,11.0,16.0,36.0,44.0,8.0,67.0,88.0,80.0,30.0,120.0,51.0,70.0,72.0,66.0,7.0,16.0,31.0,19.0,26.0,29.0,81.0,26.0,65.0,71.0,17.0,152.0,128.0,95.0,83.0,83.0,10.0,11.0,7.0,52.0,1506076.0,1781296.3341
29427,10.0,13.0,33.0,28.0,3.0,50.0,90.0,66.0,20.0,106.0,56.0,46.0,43.0,73.0,7.0,14.0,28.0,17.0,21.0,17.0,63.0,26.0,67.0,63.0,24.0,135.0,131.0,121.0,79.0,67.0,11.0,15.0,7.0,35.0,1239615.0,1557827.543964
29428,9.0,11.0,36.0,31.0,8.0,64.0,80.0,76.0,19.0,106.0,48.0,72.0,33.0,73.0,11.0,20.0,33.0,13.0,32.0,26.0,76.0,17.0,71.0,59.0,33.0,111.0,131.0,117.0,83.0,66.0,8.0,13.0,10.0,32.0,1092664.0,1328688.200119
29429,10.0,12.0,41.0,29.0,10.0,55.0,76.0,70.0,18.0,105.0,58.0,69.0,49.0,59.0,5.0,15.0,25.0,18.0,19.0,32.0,63.0,28.0,60.0,57.0,14.0,129.0,120.0,89.0,48.0,60.0,8.0,13.0,7.0,36.0,1286611.0,1527487.428803
29430,8.0,11.0,41.0,21.0,5.0,63.0,83.0,82.0,20.0,105.0,63.0,55.0,48.0,74.0,6.0,21.0,33.0,26.0,24.0,18.0,72.0,32.0,77.0,62.0,18.0,154.0,141.0,110.0,80.0,76.0,7.0,11.0,9.0,39.0,1343646.0,1524466.722624
29431,9.0,22.0,44.0,27.0,6.0,46.0,96.0,64.0,22.0,85.0,42.0,65.0,49.0,67.0,10.0,18.0,19.0,14.0,25.0,21.0,74.0,26.0,66.0,62.0,14.0,139.0,129.0,107.0,58.0,70.0,9.0,11.0,13.0,34.0,1192383.0,1430399.08371
29432,19.0,9.0,33.0,33.0,6.0,59.0,96.0,74.0,20.0,96.0,53.0,57.0,35.0,67.0,8.0,17.0,22.0,13.0,19.0,23.0,70.0,28.0,60.0,55.0,13.0,122.0,114.0,95.0,58.0,78.0,8.0,9.0,7.0,39.0,1127784.0,1294179.850665
29433,14.0,19.0,28.0,39.0,14.0,52.0,79.0,51.0,19.0,111.0,59.0,59.0,46.0,60.0,7.0,18.0,25.0,18.0,27.0,33.0,59.0,25.0,74.0,66.0,37.0,123.0,118.0,88.0,83.0,95.0,8.0,15.0,15.0,63.0,1546735.0,1844744.671542
29434,8.0,13.0,38.0,29.0,11.0,79.0,87.0,80.0,16.0,90.0,51.0,48.0,37.0,69.0,12.0,17.0,33.0,18.0,21.0,16.0,54.0,25.0,90.0,50.0,15.0,131.0,134.0,67.0,62.0,62.0,10.0,13.0,13.0,29.0,1082844.0,1281905.16811
29435,11.0,13.0,34.0,34.0,5.0,74.0,111.0,86.0,20.0,113.0,57.0,60.0,44.0,72.0,11.0,22.0,26.0,23.0,26.0,23.0,70.0,25.0,66.0,80.0,30.0,117.0,132.0,86.0,71.0,87.0,9.0,8.0,8.0,46.0,1217497.0,1497122.229083
29436,10.0,12.0,36.0,31.0,4.0,59.0,85.0,82.0,22.0,94.0,46.0,54.0,28.0,67.0,5.0,16.0,24.0,20.0,20.0,23.0,70.0,23.0,72.0,58.0,13.0,141.0,148.0,94.0,52.0,63.0,11.0,13.0,6.0,41.0,1127428.0,1385404.380595
29437,10.0,13.0,26.0,39.0,6.0,62.0,84.0,66.0,15.0,114.0,50.0,56.0,54.0,59.0,12.0,18.0,22.0,18.0,25.0,27.0,81.0,26.0,58.0,56.0,17.0,149.0,131.0,88.0,56.0,64.0,5.0,11.0,11.0,26.0,1149953.0,1397917.035512
29438,13.0,9.0,33.0,41.0,2.0,51.0,90.0,65.0,21.0,98.0,62.0,67.0,37.0,73.0,7.0,16.0,23.0,17.0,30.0,18.0,54.0,27.0,57.0,74.0,20.0,132.0,124.0,104.0,56.0,105.0,7.0,11.0,10.0,35.0,1157255.0,1386154.818436
29439,11.0,16.0,29.0,20.0,4.0,56.0,72.0,70.0,19.0,86.0,50.0,41.0,33.0,58.0,7.0,16.0,23.0,11.0,16.0,18.0,48.0,25.0,44.0,64.0,15.0,88.0,90.0,91.0,41.0,58.0,8.0,12.0,6.0,34.0,1004619.0,1183715.471353
29440,13.0,10.0,32.0,27.0,5.0,62.0,66.0,76.0,22.0,91.0,51.0,60.0,48.0,55.0,9.0,15.0,23.0,17.0,18.0,16.0,76.0,25.0,69.0,69.0,16.0,129.0,125.0,106.0,57.0,75.0,12.0,8.0,7.0,35.0,1148889.0,1428847.759912
29441,19.0,12.0,37.0,42.0,6.0,54.0,91.0,75.0,23.0,120.0,56.0,66.0,34.0,67.0,9.0,14.0,24.0,21.0,30.0,31.0,66.0,30.0,55.0,79.0,24.0,151.0,141.0,92.0,71.0,98.0,8.0,10.0,9.0,56.0,1164154.0,1425728.566211
29442,8.0,15.0,32.0,25.0,4.0,59.0,95.0,74.0,22.0,113.0,59.0,63.0,36.0,62.0,10.0,15.0,29.0,14.0,24.0,16.0,69.0,30.0,53.0,67.0,18.0,113.0,107.0,100.0,63.0,63.0,7.0,10.0,8.0,29.0,1014163.0,1276927.127452
29443,4.0,9.0,22.0,19.0,3.0,52.0,71.0,65.0,18.0,80.0,46.0,42.0,39.0,52.0,4.0,12.0,23.0,17.0,21.0,13.0,50.0,18.0,42.0,55.0,17.0,107.0,96.0,77.0,39.0,51.0,9.0,13.0,7.0,23.0,1200074.0,1401456.829289
29444,8.0,7.0,28.0,28.0,11.0,44.0,83.0,49.0,22.0,87.0,39.0,62.0,47.0,47.0,7.0,10.0,24.0,16.0,26.0,19.0,59.0,19.0,52.0,62.0,13.0,87.0,110.0,91.0,60.0,80.0,8.0,16.0,9.0,35.0,1068947.0,1283158.922486
29445,11.0,18.0,45.0,28.0,6.0,59.0,77.0,83.0,21.0,96.0,50.0,47.0,49.0,59.0,7.0,19.0,28.0,16.0,21.0,14.0,60.0,27.0,61.0,58.0,18.0,105.0,120.0,85.0,55.0,70.0,8.0,11.0,8.0,36.0,1144647.0,1406143.754056
29446,7.0,10.0,39.0,28.0,7.0,54.0,70.0,51.0,23.0,68.0,49.0,52.0,44.0,51.0,10.0,15.0,31.0,13.0,19.0,20.0,77.0,18.0,68.0,54.0,31.0,118.0,125.0,81.0,52.0,78.0,5.0,10.0,10.0,29.0,1283790.0,1623178.439745
29447,13.0,8.0,34.0,33.0,9.0,64.0,96.0,51.0,23.0,110.0,45.0,66.0,41.0,72.0,6.0,17.0,30.0,26.0,24.0,31.0,62.0,23.0,62.0,82.0,10.0,123.0,124.0,87.0,77.0,86.0,10.0,15.0,7.0,36.0,1287545.0,1573845.226583
29448,14.0,14.0,32.0,31.0,19.0,58.0,83.0,69.0,24.0,115.0,54.0,51.0,60.0,66.0,9.0,17.0,38.0,17.0,43.0,16.0,67.0,33.0,68.0,73.0,18.0,127.0,121.0,104.0,66.0,70.0,9.0,14.0,8.0,31.0,1175652.0,1363835.432424
29449,17.0,11.0,19.0,27.0,4.0,58.0,74.0,62.0,24.0,91.0,33.0,54.0,37.0,64.0,10.0,16.0,26.0,12.0,19.0,13.0,53.0,22.0,63.0,55.0,16.0,106.0,107.0,60.0,67.0,48.0,5.0,13.0,7.0,37.0,1236330.0,1406693.514962
29450,15.0,10.0,35.0,35.0,6.0,63.0,94.0,79.0,28.0,117.0,84.0,59.0,40.0,75.0,6.0,19.0,43.0,18.0,36.0,16.0,86.0,30.0,79.0,82.0,24.0,128.0,174.0,130.0,79.0,107.0,9.0,9.0,11.0,55.0,1250155.0,1476170.836225
29451,12.0,14.0,35.0,31.0,9.0,47.0,82.0,66.0,16.0,114.0,54.0,65.0,38.0,76.0,7.0,18.0,30.0,16.0,25.0,17.0,65.0,27.0,61.0,49.0,13.0,120.0,132.0,71.0,85.0,88.0,8.0,11.0,11.0,33.0,1129184.0,1280124.179282
29452,10.0,12.0,27.0,41.0,4.0,59.0,93.0,62.0,26.0,105.0,62.0,59.0,56.0,70.0,9.0,29.0,31.0,25.0,21.0,26.0,74.0,27.0,59.0,65.0,13.0,118.0,138.0,85.0,66.0,47.0,10.0,12.0,7.0,23.0,1111630.0,1351663.778223
29453,11.0,16.0,32.0,38.0,13.0,58.0,73.0,62.0,25.0,96.0,53.0,71.0,52.0,64.0,8.0,18.0,37.0,19.0,32.0,25.0,65.0,18.0,58.0,69.0,23.0,124.0,139.0,96.0,73.0,92.0,8.0,12.0,8.0,40.0,1244298.0,1449350.468962
29454,11.0,9.0,34.0,33.0,8.0,71.0,114.0,65.0,22.0,115.0,51.0,60.0,52.0,66.0,4.0,20.0,25.0,12.0,17.0,19.0,69.0,22.0,65.0,79.0,18.0,134.0,115.0,129.0,64.0,68.0,11.0,14.0,7.0,24.0,1151909.0,1355446.855811
29455,15.0,10.0,42.0,36.0,5.0,54.0,83.0,65.0,20.0,121.0,59.0,55.0,40.0,55.0,9.0,15.0,29.0,24.0,28.0,23.0,64.0,20.0,66.0,69.0,21.0,118.0,150.0,95.0,69.0,75.0,7.0,26.0,13.0,48.0,1288822.0,1538999.412107
29456,16.0,22.0,26.0,29.0,7.0,76.0,108.0,58.0,21.0,90.0,53.0,50.0,43.0,63.0,9.0,14.0,29.0,16.0,28.0,20.0,68.0,26.0,61.0,58.0,21.0,132.0,149.0,91.0,65.0,73.0,10.0,17.0,7.0,48.0,1328924.0,1640272.544348
29457,11.0,8.0,28.0,31.0,5.0,56.0,81.0,55.0,21.0,85.0,48.0,56.0,78.0,65.0,7.0,15.0,23.0,21.0,19.0,24.0,55.0,18.0,46.0,47.0,12.0,97.0,115.0,80.0,43.0,82.0,6.0,11.0,6.0,30.0,1112298.0,1344795.761377
29458,18.0,12.0,37.0,32.0,13.0,71.0,82.0,82.0,20.0,116.0,43.0,47.0,35.0,60.0,9.0,18.0,34.0,21.0,30.0,15.0,83.0,20.0,72.0,73.0,9.0,120.0,127.0,94.0,92.0,82.0,8.0,16.0,12.0,45.0,1081111.0,1344951.263642
29459,7.0,16.0,41.0,38.0,11.0,65.0,76.0,53.0,19.0,106.0,52.0,53.0,43.0,52.0,10.0,14.0,25.0,26.0,14.0,25.0,49.0,21.0,62.0,53.0,14.0,116.0,122.0,74.0,49.0,62.0,8.0,15.0,11.0,30.0,1056209.0,1241491.289143
29460,19.0,12.0,36.0,39.0,5.0,56.0,124.0,81.0,24.0,91.0,64.0,54.0,52.0,87.0,7.0,19.0,29.0,19.0,27.0,16.0,73.0,28.0,66.0,78.0,27.0,141.0,135.0,122.0,66.0,62.0,9.0,11.0,9.0,43.0,1179684.0,1363884.490933
29461,19.0,8.0,23.0,29.0,11.0,54.0,85.0,60.0,28.0,96.0,68.0,52.0,34.0,67.0,11.0,14.0,25.0,21.0,23.0,20.0,64.0,23.0,50.0,60.0,16.0,105.0,120.0,83.0,76.0,78.0,10.0,16.0,10.0,37.0,1176971.0,1419499.167505
29462,7.0,28.0,35.0,31.0,3.0,45.0,63.0,64.0,18.0,102.0,78.0,62.0,38.0,64.0,6.0,16.0,38.0,16.0,33.0,18.0,59.0,26.0,56.0,61.0,22.0,153.0,109.0,99.0,60.0,66.0,9.0,17.0,8.0,31.0,1122693.0,1381047.016017
29463,5.0,11.0,47.0,22.0,3.0,69.0,71.0,63.0,15.0,88.0,55.0,40.0,44.0,61.0,6.0,16.0,28.0,16.0,27.0,10.0,57.0,24.0,51.0,52.0,16.0,115.0,119.0,85.0,61.0,85.0,7.0,11.0,11.0,23.0,1069263.0,1264784.326022
29464,17.0,14.0,44.0,38.0,9.0,53.0,90.0,72.0,31.0,96.0,58.0,68.0,55.0,85.0,16.0,16.0,32.0,17.0,27.0,31.0,79.0,29.0,66.0,70.0,16.0,152.0,117.0,108.0,89.0,92.0,9.0,13.0,9.0,41.0,1419038.0,1736872.809719
29465,17.0,12.0,34.0,28.0,8.0,67.0,100.0,81.0,18.0,98.0,55.0,54.0,47.0,71.0,14.0,18.0,31.0,18.0,26.0,20.0,61.0,22.0,56.0,74.0,20.0,139.0,147.0,111.0,80.0,97.0,12.0,13.0,8.0,28.0,1390928.0,1745482.601028
29466,6.0,8.0,23.0,35.0,4.0,49.0,69.0,73.0,19.0,94.0,48.0,62.0,31.0,66.0,4.0,18.0,18.0,10.0,13.0,27.0,77.0,17.0,62.0,59.0,10.0,106.0,106.0,91.0,79.0,69.0,9.0,13.0,7.0,24.0,989602.0,1210312.35071
29467,20.0,13.0,38.0,36.0,5.0,59.0,67.0,54.0,16.0,110.0,49.0,54.0,40.0,62.0,8.0,14.0,23.0,10.0,18.0,29.0,55.0,25.0,61.0,54.0,9.0,110.0,140.0,75.0,51.0,68.0,7.0,10.0,6.0,42.0,1119273.0,1417575.195319
29468,6.0,16.0,42.0,34.0,8.0,77.0,64.0,65.0,22.0,106.0,69.0,53.0,48.0,63.0,6.0,16.0,50.0,17.0,26.0,29.0,79.0,25.0,67.0,81.0,23.0,131.0,124.0,99.0,61.0,81.0,8.0,19.0,6.0,49.0,1230317.0,1555209.382291
29469,13.0,11.0,37.0,40.0,8.0,62.0,98.0,84.0,19.0,112.0,56.0,71.0,39.0,73.0,6.0,16.0,35.0,22.0,17.0,30.0,77.0,27.0,68.0,60.0,15.0,150.0,124.0,92.0,77.0,84.0,7.0,14.0,7.0,78.0,1274979.0,1480532.137538
