rh.aparc.thicknessstd,rh_bankssts_thicknessstd,rh_caudalanteriorcingulate_thicknessstd,rh_caudalmiddlefrontal_thicknessstd,rh_cuneus_thicknessstd,rh_entorhinal_thicknessstd,rh_fusiform_thicknessstd,rh_inferiorparietal_thicknessstd,rh_inferiortemporal_thicknessstd,rh_isthmuscingulate_thicknessstd,rh_lateraloccipital_thicknessstd,rh_lateralorbitofrontal_thicknessstd,rh_lingual_thicknessstd,rh_medialorbitofrontal_thicknessstd,rh_middletemporal_thicknessstd,rh_parahippocampal_thicknessstd,rh_paracentral_thicknessstd,rh_parsopercularis_thicknessstd,rh_parsorbitalis_thicknessstd,rh_parstriangularis_thicknessstd,rh_pericalcarine_thicknessstd,rh_postcentral_thicknessstd,rh_posteriorcingulate_thicknessstd,rh_precentral_thicknessstd,rh_precuneus_thicknessstd,rh_rostralanteriorcingulate_thicknessstd,rh_rostralmiddlefrontal_thicknessstd,rh_superiorfrontal_thicknessstd,rh_superiorparietal_thicknessstd,rh_superiortemporal_thicknessstd,rh_supramarginal_thicknessstd,rh_frontalpole_thicknessstd,rh_temporalpole_thicknessstd,rh_transversetemporal_thicknessstd,rh_insula_thicknessstd,BrainSegVolNotVent,eTIV
29424,0.547,0.811,0.694,0.498,0.99,0.661,0.705,0.719,0.895,0.622,0.73,0.707,0.861,0.764,0.759,0.663,0.586,0.73,0.663,0.538,0.663,0.88,0.671,0.704,0.873,0.681,0.742,0.588,0.726,0.742,0.515,1.072,0.505,0.81,1192675.0,1479826.803981
29425,0.516,0.759,0.519,0.505,0.821,0.58,0.572,0.718,1.003,0.547,0.81,0.589,0.697,0.686,0.776,0.61,0.503,0.672,0.589,0.519,0.665,0.912,0.542,0.52,0.688,0.608,0.576,0.566,0.721,0.612,0.613,1.01,0.449,0.711,1506076.0,1781296.3341
29427,0.407,0.602,0.485,0.526,0.835,0.573,0.581,0.665,0.976,0.535,0.816,0.685,0.681,0.65,0.639,0.552,0.512,0.752,0.583,0.465,0.662,0.917,0.488,0.553,0.771,0.556,0.608,0.533,0.625,0.557,0.616,1.022,0.512,0.728,1239615.0,1557827.543964
29428,0.438,0.971,0.551,0.633,0.708,0.626,0.613,0.724,0.963,0.72,0.742,0.684,0.844,0.688,0.713,0.647,0.531,0.82,0.564,0.485,0.76,0.961,0.568,0.7,0.857,0.621,0.635,0.624,0.656,0.674,0.875,0.888,0.469,0.793,1092664.0,1328688.200119
29429,0.675,0.99,0.624,0.47,0.859,0.672,0.596,0.723,0.967,0.508,0.717,0.596,0.656,0.708,0.717,0.631,0.454,0.794,0.529,0.495,0.63,0.931,0.58,0.602,0.658,0.656,0.642,0.553,0.708,0.617,0.581,0.848,0.544,0.762,1286611.0,1527487.428803
29430,0.487,0.977,0.646,0.564,0.891,0.63,0.695,0.824,0.893,0.576,0.805,0.573,0.824,0.729,0.63,0.657,0.637,0.836,0.662,0.485,0.701,0.982,0.626,0.611,0.614,0.773,0.777,0.639,0.811,0.651,0.711,0.83,0.65,0.877,1343646.0,1524466.722624
29431,0.409,0.922,0.597,0.5,0.598,0.499,0.643,0.709,0.958,0.613,0.802,0.615,0.684,0.668,0.666,0.629,0.621,0.759,0.607,0.404,0.724,0.979,0.61,0.607,0.742,0.556,0.642,0.624,0.685,0.608,0.796,0.715,0.567,0.877,1192383.0,1430399.08371
29432,0.547,0.878,0.568,0.513,0.81,0.612,0.615,0.688,0.871,0.634,0.725,0.626,0.692,0.716,0.803,0.685,0.637,0.871,0.738,0.51,0.738,0.907,0.674,0.566,0.748,0.673,0.628,0.588,0.734,0.721,0.61,0.678,0.504,0.758,1127784.0,1294179.850665
29433,0.591,0.933,0.579,0.519,0.887,0.705,0.704,0.76,0.934,0.603,0.722,0.676,0.726,0.715,0.672,0.695,0.668,0.707,0.759,0.491,0.678,0.874,0.604,0.713,0.641,0.66,0.732,0.631,0.721,0.719,0.809,0.732,0.654,0.827,1546735.0,1844744.671542
29434,0.42,0.792,0.559,0.561,0.804,0.549,0.639,0.664,0.989,0.577,0.784,0.61,0.883,0.663,0.647,0.573,0.579,0.747,0.603,0.517,0.55,0.966,0.684,0.638,0.873,0.605,0.639,0.578,0.648,0.619,0.687,0.829,0.428,0.788,1082844.0,1281905.16811
29435,0.506,0.89,0.54,0.615,0.687,0.553,0.593,0.692,0.936,0.622,0.915,0.612,0.721,0.618,0.644,0.597,0.541,0.807,0.494,0.427,0.708,0.921,0.579,0.621,0.569,0.603,0.626,0.533,0.653,0.573,0.765,0.926,0.498,0.763,1217497.0,1497122.229083
29436,0.588,0.816,0.716,0.638,0.803,0.72,0.788,0.77,0.854,0.722,0.833,0.698,0.911,0.77,0.7,0.711,0.693,0.867,0.804,0.538,0.728,0.888,0.667,0.753,0.935,0.784,0.801,0.665,0.662,0.754,0.584,0.874,0.39,0.957,1127428.0,1385404.380595
29437,0.439,0.761,0.538,0.462,0.676,0.596,0.55,0.614,0.916,0.577,0.648,0.663,0.698,0.664,0.855,0.46,0.524,0.572,0.515,0.504,0.624,0.828,0.49,0.536,0.533,0.546,0.524,0.523,0.54,0.555,0.539,0.713,0.631,0.748,1149953.0,1397917.035512
29438,0.369,0.795,0.523,0.448,0.628,0.667,0.628,0.706,1.036,0.562,0.709,0.647,0.782,0.713,0.695,0.588,0.56,0.653,0.667,0.415,0.747,0.884,0.59,0.631,0.789,0.568,0.658,0.517,0.626,0.637,0.674,0.74,0.41,0.708,1157255.0,1386154.818436
29439,0.476,0.891,0.558,0.506,0.723,0.708,0.708,0.802,0.952,0.613,0.734,0.616,0.787,0.698,0.65,0.566,0.563,0.642,0.61,0.541,0.747,0.913,0.604,0.666,0.789,0.655,0.693,0.629,0.658,0.65,0.688,0.75,0.424,0.864,1004619.0,1183715.471353
29440,0.366,0.81,0.526,0.462,0.812,0.653,0.639,0.698,0.968,0.574,0.752,0.672,0.67,0.716,0.634,0.677,0.473,0.658,0.469,0.422,0.781,0.79,0.627,0.667,0.523,0.579,0.593,0.541,0.66,0.616,0.591,1.065,0.39,0.713,1148889.0,1428847.759912
29441,0.365,0.869,0.484,0.579,0.701,0.626,0.592,0.642,0.925,0.573,0.694,0.616,0.707,0.667,0.598,0.612,0.462,0.682,0.554,0.49,0.686,0.852,0.486,0.606,0.676,0.51,0.546,0.603,0.589,0.634,0.608,0.974,0.628,0.749,1164154.0,1425728.566211
29442,0.417,0.705,0.616,0.54,0.802,0.516,0.571,0.707,0.822,0.509,0.684,0.515,0.624,0.601,0.621,0.568,0.424,0.608,0.574,0.492,0.652,0.682,0.56,0.506,0.603,0.566,0.586,0.486,0.571,0.597,0.585,0.899,0.357,0.733,1014163.0,1276927.127452
29443,0.497,0.9,0.702,0.598,0.737,0.614,0.67,0.756,1.083,0.674,0.745,0.676,0.783,0.732,0.491,0.573,0.6,0.676,0.701,0.521,0.723,0.88,0.639,0.65,0.575,0.673,0.718,0.697,0.815,0.602,0.789,1.159,0.533,0.731,1200074.0,1401456.829289
29444,0.464,0.79,0.577,0.552,1.011,0.546,0.667,0.756,0.98,0.592,0.737,0.628,0.861,0.634,0.689,0.781,0.596,0.673,0.633,0.52,0.694,0.96,0.569,0.56,0.769,0.685,0.66,0.563,0.655,0.601,0.898,0.883,0.494,0.786,1068947.0,1283158.922486
29445,0.408,0.717,0.535,0.603,0.893,0.59,0.656,0.707,0.854,0.583,0.732,0.616,0.701,0.677,0.806,0.563,0.463,0.577,0.545,0.491,0.769,0.659,0.539,0.585,0.877,0.556,0.589,0.544,0.635,0.647,0.725,0.989,0.515,0.765,1144647.0,1406143.754056
29446,0.57,0.763,0.589,0.438,0.605,0.666,0.77,0.751,0.961,0.681,0.813,0.625,0.781,0.726,0.686,0.636,0.617,0.807,0.727,0.383,0.641,0.946,0.695,0.615,0.662,0.671,0.719,0.679,0.689,0.709,0.641,0.844,0.494,0.699,1283790.0,1623178.439745
29447,0.516,0.593,0.732,0.531,0.639,0.614,0.735,0.756,1.001,0.659,0.737,0.675,1.003,0.733,0.694,0.582,0.614,0.823,0.693,0.585,0.714,0.971,0.622,0.707,0.849,0.786,0.764,0.679,0.73,0.714,0.984,0.814,0.546,0.833,1287545.0,1573845.226583
29448,0.469,0.883,0.526,0.627,0.75,0.562,0.639,0.734,0.877,0.63,0.749,0.655,0.766,0.658,0.62,0.568,0.588,0.716,0.625,0.557,0.716,1.08,0.561,0.641,0.68,0.66,0.632,0.596,0.806,0.639,0.714,0.913,0.564,0.801,1175652.0,1363835.432424
29449,0.475,0.882,0.591,0.569,0.759,0.601,0.634,0.784,1.058,0.639,0.71,0.679,0.74,0.74,0.618,0.605,0.664,0.748,0.611,0.638,0.665,0.934,0.729,0.629,0.581,0.611,0.664,0.644,0.753,0.665,0.841,0.781,0.627,0.777,1236330.0,1406693.514962
29450,0.5,0.799,0.552,0.522,0.8,0.813,0.664,0.722,0.979,0.683,0.589,0.633,0.668,0.665,0.617,0.625,0.53,0.72,0.543,0.491,0.748,0.904,0.597,0.727,0.695,0.599,0.721,0.603,0.704,0.725,0.472,1.019,0.401,0.87,1250155.0,1476170.836225
29451,0.457,0.964,0.659,0.574,0.726,0.648,0.617,0.704,1.018,0.61,0.753,0.535,0.732,0.717,0.716,0.557,0.573,0.842,0.673,0.562,0.7,0.934,0.625,0.608,0.749,0.703,0.737,0.578,0.711,0.648,0.978,0.835,0.463,0.826,1129184.0,1280124.179282
29452,0.524,1.027,0.623,0.501,0.868,0.644,0.637,0.721,0.971,0.517,0.819,0.635,0.857,0.712,0.725,0.59,0.74,0.751,0.828,0.542,0.665,1.06,0.632,0.716,0.809,0.713,0.77,0.648,0.683,0.72,0.854,0.983,0.398,1.03,1111630.0,1351663.778223
29453,0.431,0.803,0.512,0.5,0.776,0.525,0.59,0.702,0.827,0.614,0.639,0.597,0.705,0.553,0.57,0.569,0.563,0.716,0.574,0.454,0.675,0.705,0.551,0.562,0.737,0.551,0.564,0.575,0.567,0.597,0.677,0.68,0.476,0.709,1244298.0,1449350.468962
29454,0.578,0.853,0.676,0.646,0.772,0.659,0.664,0.696,1.021,0.556,0.752,0.668,0.798,0.734,0.664,0.654,0.575,0.883,0.597,0.515,0.678,1.069,0.617,0.66,0.927,0.681,0.682,0.662,0.768,0.646,0.698,0.996,0.655,0.741,1151909.0,1355446.855811
29455,0.486,0.621,0.502,0.459,0.883,0.609,0.615,0.687,0.963,0.63,0.648,0.633,0.725,0.638,0.759,0.59,0.52,0.699,0.587,0.538,0.793,0.899,0.558,0.622,0.616,0.632,0.6,0.594,0.675,0.621,0.926,1.03,0.422,0.819,1288822.0,1538999.412107
29456,0.622,0.886,0.571,0.447,0.818,0.732,0.686,0.707,1.106,0.591,0.682,0.584,0.772,0.753,0.814,0.508,0.686,0.74,0.606,0.465,0.668,0.938,0.64,0.638,0.762,0.731,0.772,0.594,0.783,0.645,0.56,0.835,0.432,0.897,1328924.0,1640272.544348
29457,0.502,0.517,0.612,0.573,0.765,0.577,0.699,0.758,1.014,0.673,0.748,0.608,0.81,0.642,0.662,0.54,0.546,0.716,0.64,0.65,0.697,0.761,0.623,0.658,0.74,0.669,0.613,0.563,0.634,0.617,0.647,0.916,0.564,0.848,1112298.0,1344795.761377
29458,0.604,0.869,0.668,0.562,0.775,0.646,0.705,0.765,0.969,0.644,0.859,0.585,0.891,0.799,0.758,0.637,0.668,0.744,0.758,0.618,0.692,0.926,0.688,0.696,0.906,0.796,0.849,0.676,0.764,0.73,0.748,0.799,0.613,0.91,1081111.0,1344951.263642
29459,0.683,0.881,0.595,0.495,0.834,0.625,0.636,0.696,0.867,0.57,0.769,0.568,0.9,0.669,0.732,0.625,0.495,0.812,0.565,0.351,0.78,0.866,0.581,0.693,0.678,0.638,0.697,0.652,0.663,0.585,0.979,0.841,0.462,0.778,1056209.0,1241491.289143
29460,0.416,0.798,0.532,0.613,0.846,0.584,0.594,0.705,0.848,0.551,0.761,0.619,0.707,0.685,0.669,0.573,0.589,0.691,0.588,0.56,0.612,0.996,0.52,0.622,0.832,0.647,0.62,0.587,0.651,0.61,0.729,0.775,0.567,0.824,1179684.0,1363884.490933
29461,0.518,0.615,0.8,0.445,0.844,0.673,0.627,0.716,0.852,0.628,0.805,0.703,0.986,0.747,0.69,0.698,0.662,0.741,0.635,0.489,0.707,0.788,0.653,0.669,0.753,0.654,0.802,0.635,0.74,0.676,0.728,0.95,0.754,0.886,1176971.0,1419499.167505
29462,0.428,0.897,0.511,0.59,0.759,0.614,0.645,0.678,0.981,0.647,0.717,0.644,0.777,0.694,0.844,0.62,0.547,0.789,0.673,0.458,0.737,0.903,0.615,0.651,0.721,0.638,0.64,0.629,0.695,0.604,0.793,0.903,0.561,0.801,1122693.0,1381047.016017
29463,0.407,0.949,0.7,0.581,0.724,0.579,0.713,0.732,0.979,0.648,0.788,0.546,0.757,0.739,0.64,0.629,0.57,0.731,0.595,0.501,0.761,0.865,0.647,0.718,0.7,0.68,0.626,0.684,0.756,0.728,0.608,0.678,0.585,0.753,1069263.0,1264784.326022
29464,0.445,0.761,0.63,0.503,0.921,0.551,0.655,0.748,0.869,0.563,0.691,0.652,0.788,0.634,0.828,0.572,0.537,0.663,0.565,0.52,0.66,0.912,0.614,0.581,0.869,0.644,0.617,0.569,0.589,0.717,0.775,0.639,0.345,0.844,1419038.0,1736872.809719
29465,0.49,0.991,0.502,0.479,0.724,0.588,0.714,0.716,1.042,0.707,0.841,0.737,0.712,0.686,0.715,0.812,0.596,0.745,0.591,0.432,0.761,0.99,0.652,0.654,0.914,0.665,0.679,0.702,0.706,0.702,0.603,0.917,0.447,0.726,1390928.0,1745482.601028
29466,0.568,0.915,0.547,0.538,0.938,0.667,0.651,0.621,1.03,0.593,0.73,0.602,0.777,0.696,0.621,0.573,0.602,0.617,0.702,0.528,0.708,0.976,0.6,0.698,0.831,0.632,0.679,0.591,0.714,0.673,0.767,0.838,0.681,0.786,989602.0,1210312.35071
29467,0.535,0.951,0.668,0.503,0.682,0.638,0.709,0.655,0.858,0.557,0.719,0.644,0.677,0.723,0.695,0.616,0.493,0.822,0.654,0.426,0.742,0.899,0.709,0.698,0.833,0.665,0.711,0.71,0.757,0.655,0.736,0.763,0.551,0.764,1119273.0,1417575.195319
29468,0.492,0.838,0.604,0.52,0.712,0.6,0.62,0.663,0.848,0.634,0.621,0.668,0.743,0.682,0.668,0.531,0.447,0.515,0.614,0.415,0.613,0.811,0.606,0.605,0.769,0.657,0.602,0.573,0.58,0.646,0.672,0.827,0.537,0.78,1230317.0,1555209.382291
29469,0.55,0.745,0.521,0.596,0.689,0.665,0.682,0.697,0.926,0.57,0.802,0.646,0.922,0.691,0.731,0.703,0.606,0.833,0.795,0.525,0.627,0.892,0.56,0.586,0.652,0.676,0.735,0.599,0.741,0.639,0.772,0.906,0.647,0.764,1274979.0,1480532.137538
29470,0.461,0.952,0.662,0.487,0.897,0.588,0.657,0.729,0.977,0.63,0.744,0.626,0.782,0.682,0.766,0.547,0.56,0.711,0.656,0.484,0.785,0.99,0.575,0.587,0.75,0.733,0.746,0.596,0.701,0.671,0.818,0.867,0.674,0.795,1258752.0,1500552.502491
29471,0.437,0.782,0.496,0.515,0.745,0.617,0.614,0.749,0.941,0.621,0.693,0.707,0.749,0.647,0.598,0.57,0.531,0.676,0.54,0.541,0.607,1.03,0.553,0.621,0.778,0.525,0.567,0.582,0.665,0.619,0.589,0.686,0.735,0.747,1154209.0,1392888.058936
29472,0.387,0.75,0.498,0.431,0.734,0.549,0.582,0.668,0.899,0.604,0.687,0.554,0.748,0.631,0.608,0.568,0.583,0.601,0.506,0.375,0.655,0.664,0.503,0.58,0.585,0.557,0.548,0.502,0.638,0.591,0.539,0.847,0.456,0.736,1229946.0,1486509.90415
29473,0.481,0.961,0.613,0.509,0.594,0.596,0.626,0.726,1.048,0.58,0.738,0.599,0.765,0.645,0.603,0.655,0.581,0.862,0.591,0.502,0.754,0.982,0.586,0.61,0.756,0.712,0.679,0.604,0.711,0.617,0.676,0.916,0.499,0.683,1096429.0,1321704.993665
29474,0.431,1.049,0.552,0.593,0.841,0.593,0.604,0.7,0.992,0.629,0.698,0.697,0.706,0.709,0.843,0.549,0.556,0.783,0.579,0.484,0.764,0.89,0.545,0.636,0.521,0.61,0.619,0.563,0.73,0.577,0.696,0.823,0.498,0.857,1222098.0,1513518.445503
29475,0.574,0.804,0.582,0.538,0.774,0.56,0.636,0.767,1.081,0.564,0.857,0.682,0.755,0.649,0.653,0.633,0.617,0.727,0.606,0.464,0.687,0.933,0.626,0.62,0.711,0.652,0.671,0.667,0.641,0.596,0.693,1.229,0.556,0.784,1327199.0,1512164.158695
29476,0.499,0.755,0.655,0.611,0.794,0.631,0.649,0.719,0.925,0.664,0.787,0.615,0.776,0.686,0.781,0.641,0.577,0.728,0.635,0.53,0.693,0.853,0.606,0.635,0.736,0.646,0.753,0.654,0.746,0.654,0.854,1.082,0.454,0.91,1242948.0,1519790.986644
29477,0.565,1.028,0.621,0.556,0.627,0.569,0.73,0.754,0.878,0.594,0.723,0.639,0.735,0.605,0.68,0.55,0.629,0.791,0.553,0.386,0.723,0.861,0.595,0.575,0.611,0.671,0.663,0.634,0.661,0.599,0.459,0.941,0.71,0.774,1099279.0,1303544.933492
29478,0.434,0.854,0.512,0.482,0.712,0.536,0.593,0.69,0.972,0.592,0.661,0.544,0.593,0.577,0.669,0.536,0.587,0.643,0.627,0.442,0.635,0.804,0.55,0.617,0.795,0.573,0.611,0.55,0.623,0.572,0.604,0.901,0.526,0.703,1219406.0,1419346.906682
29479,0.45,0.808,0.623,0.499,0.626,0.579,0.625,0.647,0.894,0.588,0.704,0.657,0.782,0.75,0.623,0.587,0.599,0.831,0.764,0.48,0.655,0.945,0.626,0.628,0.721,0.734,0.704,0.665,0.698,0.635,0.881,0.782,0.623,0.733,1317241.0,1540203.897474
29480,0.488,0.976,0.596,0.537,0.936,0.714,0.679,0.758,0.915,0.617,0.755,0.616,0.773,0.71,0.772,0.549,0.561,0.747,0.65,0.546,0.65,0.885,0.61,0.723,0.869,0.691,0.716,0.597,0.705,0.632,0.717,0.851,0.682,0.968,1315411.0,1666471.986376
29481,0.41,0.805,0.612,0.565,0.618,0.571,0.562,0.631,0.971,0.544,0.65,0.638,0.784,0.646,0.605,0.648,0.556,0.788,0.712,0.492,0.589,0.912,0.598,0.579,0.594,0.626,0.648,0.612,0.681,0.658,0.729,0.831,0.558,0.772,1217766.0,1504718.233387
29482,0.626,0.861,0.605,0.577,0.778,0.567,0.643,0.721,1.0,0.564,0.824,0.672,0.75,0.679,0.701,0.584,0.543,0.85,0.577,0.533,0.69,0.86,0.571,0.541,0.719,0.634,0.638,0.584,0.657,0.662,0.581,0.752,0.451,0.854,1179490.0,1391135.086895
29483,0.471,0.998,0.559,0.564,0.894,0.613,0.549,0.692,1.004,0.643,0.792,0.66,0.903,0.637,0.649,0.543,0.573,0.682,0.539,0.562,0.721,0.88,0.572,0.676,0.949,0.604,0.616,0.583,0.662,0.641,0.807,0.811,0.481,0.754,1178194.0,1415451.416066
29484,0.391,0.584,0.641,0.578,0.972,0.611,0.7,0.691,0.92,0.709,0.839,0.654,0.7,0.781,0.785,0.636,0.572,0.807,0.655,0.526,0.8,0.867,0.598,0.661,0.556,0.679,0.685,0.692,0.744,0.727,1.008,0.894,0.548,0.828,1262930.0,1486530.998391
29485,0.524,0.623,0.644,0.65,0.68,0.588,0.633,0.676,0.98,0.624,0.723,0.697,0.709,0.716,0.666,0.607,0.621,0.691,0.72,0.551,0.679,0.882,0.601,0.577,0.802,0.718,0.704,0.656,0.714,0.624,0.833,0.776,0.583,0.841,1070157.0,1249881.743593
29495,0.457,0.768,0.486,0.505,1.088,0.604,0.485,0.698,0.877,0.547,0.787,0.681,0.691,0.589,0.762,0.53,0.527,0.708,0.534,0.616,0.62,0.735,0.591,0.53,0.701,0.614,0.642,0.5,0.505,0.443,0.684,0.919,0.363,0.767,1227658.0,1567490.076652
29496,0.39,0.793,0.486,0.447,0.932,0.651,0.493,0.683,0.815,0.611,0.66,0.72,0.678,0.545,0.784,0.687,0.466,0.641,0.495,0.532,0.58,0.712,0.524,0.58,0.647,0.566,0.576,0.538,0.681,0.501,0.722,0.965,0.317,0.738,1233522.0,1612604.880065
29497,0.39,0.632,0.533,0.44,0.832,0.621,0.504,0.724,0.872,0.601,0.789,0.678,0.724,0.64,0.88,0.542,0.502,0.758,0.521,0.483,0.632,0.824,0.584,0.492,0.699,0.654,0.653,0.513,0.531,0.494,0.78,1.104,0.418,0.716,1510026.0,1993867.017979
29498,0.49,0.743,0.419,0.403,0.798,0.57,0.427,0.595,0.893,0.55,0.713,0.644,0.606,0.548,0.855,0.584,0.459,0.712,0.589,0.454,0.589,0.781,0.507,0.49,0.763,0.565,0.595,0.486,0.581,0.466,0.523,0.829,0.538,0.736,1289037.0,1544275.695143
29499,0.361,0.667,0.466,0.533,0.916,0.717,0.455,0.68,1.018,0.66,0.676,0.676,0.667,0.614,0.782,0.512,0.447,0.694,0.576,0.533,0.686,0.835,0.492,0.523,0.555,0.568,0.588,0.446,0.584,0.511,0.641,0.776,0.403,0.858,1353789.0,1751325.781478
29500,0.424,0.787,0.468,0.453,0.873,0.691,0.411,0.682,0.907,0.568,0.731,0.587,0.679,0.654,0.787,0.522,0.458,0.694,0.642,0.481,0.552,0.708,0.503,0.541,0.709,0.566,0.603,0.467,0.588,0.483,0.646,0.885,0.491,0.803,1185910.0,1606130.181534
29501,0.43,0.554,0.446,0.539,0.653,0.678,0.53,0.617,0.912,0.561,0.713,0.669,0.618,0.62,0.761,0.614,0.592,0.631,0.541,0.532,0.628,0.587,0.538,0.556,0.558,0.561,0.581,0.507,0.558,0.528,0.584,0.85,0.382,0.712,1235430.0,1595145.228375
29502,0.404,0.671,0.448,0.507,0.819,0.592,0.514,0.645,1.116,0.588,0.696,0.683,0.799,0.658,0.729,0.565,0.579,0.77,0.695,0.421,0.685,0.877,0.514,0.608,0.663,0.731,0.639,0.526,0.6,0.513,0.755,0.791,0.421,0.737,1158723.0,1476932.35165
29503,0.547,0.977,0.704,0.657,0.871,0.632,0.662,0.789,0.873,0.661,0.751,0.686,0.905,0.795,0.847,0.594,0.665,0.907,0.744,0.55,0.635,0.984,0.633,0.664,1.096,0.777,0.804,0.594,0.645,0.647,0.709,0.871,0.337,0.828,1209714.0,1649262.699306
29504,0.496,0.78,0.514,0.409,0.75,0.718,0.538,0.725,0.804,0.61,0.673,0.544,0.792,0.758,0.744,0.507,0.525,0.641,0.544,0.352,0.613,0.729,0.606,0.531,0.78,0.618,0.68,0.477,0.703,0.565,0.61,0.792,0.366,0.865,1036385.0,1108784.022042
29505,0.373,0.819,0.545,0.604,0.98,0.587,0.624,0.693,0.928,0.585,0.602,0.677,0.785,0.662,0.756,0.472,0.539,0.68,0.629,0.556,0.764,0.897,0.559,0.58,0.952,0.616,0.619,0.577,0.561,0.57,0.785,0.676,0.402,0.888,1230764.0,1467528.02922
29506,0.455,0.823,0.666,0.528,0.791,0.628,0.595,0.697,0.772,0.599,0.75,0.607,0.789,0.716,0.564,0.541,0.718,0.77,0.706,0.476,0.67,0.708,0.716,0.608,0.734,0.691,0.749,0.55,0.687,0.632,0.704,0.847,0.502,0.94,1513355.0,2108051.89107
29507,0.435,0.652,0.483,0.521,0.711,0.513,0.498,0.689,0.96,0.552,0.686,0.586,0.609,0.568,0.675,0.598,0.458,0.645,0.52,0.421,0.661,0.792,0.579,0.573,0.672,0.602,0.623,0.487,0.559,0.577,0.716,0.917,0.558,0.686,1234555.0,1505461.091707
29508,0.406,0.63,0.503,0.639,0.87,0.647,0.554,0.705,0.801,0.526,0.825,0.669,0.717,0.654,0.907,0.588,0.602,0.702,0.559,0.497,0.723,0.64,0.578,0.558,0.73,0.659,0.645,0.559,0.728,0.639,0.833,1.173,0.46,0.776,1261447.0,1522987.031924
29509,0.531,0.696,0.503,0.586,0.695,0.615,0.578,0.729,0.902,0.587,0.718,0.681,0.722,0.704,0.75,0.574,0.56,0.781,0.687,0.497,0.704,0.74,0.584,0.58,0.716,0.66,0.633,0.481,0.659,0.554,0.731,0.98,0.407,0.772,1437193.0,1888432.656529
29510,0.444,0.789,0.545,0.593,0.758,0.64,0.529,0.634,0.937,0.548,0.727,0.687,0.734,0.635,0.858,0.558,0.517,0.706,0.561,0.447,0.717,0.882,0.535,0.579,0.696,0.698,0.635,0.485,0.592,0.62,0.753,0.733,0.353,0.661,1259888.0,1538460.441299
29511,0.412,0.7,0.572,0.539,0.791,0.587,0.548,0.734,0.986,0.549,0.722,0.611,0.728,0.697,0.726,0.593,0.521,0.719,0.609,0.499,0.625,0.763,0.544,0.591,0.8,0.651,0.629,0.507,0.618,0.518,0.731,0.7,0.398,0.76,1313444.0,1627640.133747
29512,0.469,0.76,0.553,0.488,0.872,0.592,0.458,0.716,0.762,0.603,0.739,0.633,0.603,0.634,0.551,0.457,0.415,0.573,0.509,0.423,0.617,0.712,0.637,0.534,0.671,0.508,0.595,0.459,0.608,0.482,0.447,0.894,0.588,0.746,1239468.0,1572048.110673
29513,0.422,0.734,0.485,0.51,1.02,0.55,0.542,0.676,0.75,0.617,0.647,0.633,0.724,0.676,0.854,0.495,0.469,0.683,0.496,0.561,0.625,0.704,0.53,0.549,0.631,0.608,0.596,0.493,0.618,0.486,0.707,0.739,0.303,0.794,1113860.0,1448317.601011
29514,0.381,0.714,0.522,0.603,0.811,0.605,0.581,0.688,1.001,0.572,0.709,0.651,0.746,0.636,0.783,0.528,0.474,0.713,0.613,0.55,0.787,0.761,0.506,0.541,0.807,0.681,0.684,0.555,0.641,0.547,0.82,0.494,0.406,0.817,1251854.0,1578113.544392
29515,0.462,0.501,0.537,0.517,0.748,0.648,0.527,0.723,0.912,0.608,0.721,0.647,0.619,0.676,0.82,0.512,0.572,0.717,0.514,0.459,0.707,0.763,0.573,0.541,0.803,0.608,0.64,0.504,0.642,0.583,0.808,1.003,0.512,0.841,1230406.0,1591000.45918
29516,0.436,0.599,0.454,0.501,1.068,0.678,0.557,0.776,0.885,0.552,0.724,0.586,0.712,0.659,0.983,0.645,0.423,0.698,0.523,0.553,0.618,0.695,0.58,0.524,0.625,0.604,0.667,0.491,0.624,0.534,0.635,0.559,0.375,0.862,1142128.0,1520224.458841
29517,0.432,0.822,0.484,0.487,0.681,0.625,0.507,0.68,0.816,0.583,0.772,0.581,0.678,0.638,0.582,0.511,0.452,0.65,0.598,0.518,0.668,0.763,0.555,0.467,0.669,0.615,0.671,0.505,0.656,0.478,0.622,0.762,0.399,0.771,1061481.0,1411742.482843
29518,0.382,0.691,0.466,0.497,0.831,0.609,0.459,0.627,0.904,0.518,0.675,0.562,0.634,0.527,0.708,0.575,0.404,0.593,0.49,0.454,0.699,0.602,0.539,0.493,0.745,0.543,0.558,0.497,0.543,0.521,0.518,0.875,0.478,0.647,1203142.0,1599455.032486
29519,0.35,0.68,0.475,0.529,0.652,0.592,0.545,0.664,0.852,0.54,0.76,0.559,0.641,0.635,0.636,0.516,0.445,0.583,0.555,0.42,0.675,0.689,0.616,0.501,0.65,0.634,0.624,0.518,0.496,0.511,0.649,0.672,0.38,0.708,966517.0,1205790.307195
29520,0.374,0.765,0.419,0.447,0.672,0.562,0.451,0.719,0.77,0.541,0.721,0.596,0.627,0.694,0.618,0.639,0.473,0.68,0.578,0.429,0.602,0.734,0.571,0.505,0.855,0.537,0.611,0.486,0.612,0.456,0.579,1.045,0.319,0.711,1215073.0,1692033.794134
29521,0.45,0.833,0.502,0.528,0.768,0.673,0.565,0.704,0.874,0.546,0.817,0.632,0.734,0.65,0.727,0.558,0.515,0.766,0.541,0.441,0.614,0.811,0.511,0.543,0.787,0.606,0.597,0.508,0.591,0.532,0.798,0.599,0.377,0.726,1010183.0,1335835.997388
