rh.aparc.gauscurv,rh_bankssts_gauscurv,rh_caudalanteriorcingulate_gauscurv,rh_caudalmiddlefrontal_gauscurv,rh_cuneus_gauscurv,rh_entorhinal_gauscurv,rh_fusiform_gauscurv,rh_inferiorparietal_gauscurv,rh_inferiortemporal_gauscurv,rh_isthmuscingulate_gauscurv,rh_lateraloccipital_gauscurv,rh_lateralorbitofrontal_gauscurv,rh_lingual_gauscurv,rh_medialorbitofrontal_gauscurv,rh_middletemporal_gauscurv,rh_parahippocampal_gauscurv,rh_paracentral_gauscurv,rh_parsopercularis_gauscurv,rh_parsorbitalis_gauscurv,rh_parstriangularis_gauscurv,rh_pericalcarine_gauscurv,rh_postcentral_gauscurv,rh_posteriorcingulate_gauscurv,rh_precentral_gauscurv,rh_precuneus_gauscurv,rh_rostralanteriorcingulate_gauscurv,rh_rostralmiddlefrontal_gauscurv,rh_superiorfrontal_gauscurv,rh_superiorparietal_gauscurv,rh_superiortemporal_gauscurv,rh_supramarginal_gauscurv,rh_frontalpole_gauscurv,rh_temporalpole_gauscurv,rh_transversetemporal_gauscurv,rh_insula_gauscurv,BrainSegVolNotVent,eTIV
29353,0.021,0.029,0.023,0.027,0.039,0.031,0.026,0.032,0.03,0.031,0.045,0.037,0.031,0.027,0.027,0.024,0.023,0.047,0.027,0.029,0.022,0.026,0.022,0.025,0.04,0.035,0.029,0.023,0.025,0.023,0.056,0.054,0.037,0.032,1216804.0,1521542.085068
29354,0.019,0.021,0.021,0.035,0.031,0.028,0.025,0.025,0.033,0.028,0.037,0.037,0.032,0.027,0.027,0.023,0.021,0.039,0.023,0.034,0.024,0.029,0.02,0.025,0.037,0.031,0.029,0.023,0.025,0.024,0.059,0.047,0.034,0.037,1190661.0,1423049.114437
29355,0.019,0.025,0.02,0.033,0.044,0.03,0.023,0.033,0.032,0.029,0.039,0.035,0.034,0.021,0.026,0.021,0.025,0.028,0.029,0.041,0.024,0.026,0.021,0.023,0.033,0.027,0.026,0.024,0.021,0.025,0.048,0.053,0.026,0.028,1226808.0,1540298.403954
29356,0.014,0.022,0.018,0.028,0.044,0.028,0.023,0.033,0.027,0.026,0.039,0.033,0.036,0.023,0.025,0.022,0.019,0.033,0.019,0.027,0.022,0.024,0.018,0.024,0.028,0.023,0.027,0.025,0.021,0.02,0.049,0.056,0.029,0.037,1253738.0,1598767.934909
29357,0.016,0.015,0.022,0.036,0.037,0.025,0.021,0.028,0.027,0.028,0.035,0.029,0.031,0.024,0.021,0.026,0.022,0.036,0.025,0.024,0.026,0.025,0.021,0.025,0.025,0.033,0.028,0.026,0.023,0.022,0.05,0.053,0.031,0.027,1377464.0,1767715.567185
29358,0.017,0.021,0.022,0.03,0.048,0.027,0.022,0.03,0.024,0.029,0.04,0.03,0.028,0.024,0.025,0.022,0.02,0.033,0.023,0.028,0.02,0.02,0.018,0.022,0.032,0.027,0.028,0.021,0.018,0.022,0.031,0.062,0.024,0.031,1150881.0,1375635.143148
29359,0.017,0.02,0.019,0.037,0.048,0.029,0.021,0.033,0.026,0.03,0.039,0.031,0.029,0.021,0.027,0.02,0.019,0.026,0.023,0.028,0.02,0.027,0.018,0.021,0.03,0.027,0.023,0.024,0.017,0.021,0.041,0.044,0.021,0.029,1359224.0,1629291.780694
29360,0.028,0.029,0.051,0.04,0.048,0.047,0.046,0.051,0.034,0.042,0.052,0.046,0.035,0.063,0.037,0.055,0.04,0.067,0.042,0.054,0.054,0.029,0.059,0.032,0.014,0.046,0.05,0.04,0.06,0.052,0.06,0.065,0.061,0.034,1023871.0,1537564.007684
29361,0.03,0.023,0.027,0.046,0.069,0.034,0.031,0.04,0.031,0.038,0.039,0.042,0.036,0.032,0.035,0.027,0.027,0.041,0.032,0.032,0.032,0.031,0.026,0.031,0.027,0.04,0.032,0.03,0.026,0.028,0.065,0.059,0.028,0.032,1301637.0,1695224.449191
29362,0.022,0.026,0.026,0.042,0.037,0.029,0.026,0.036,0.038,0.033,0.046,0.037,0.038,0.031,0.025,0.025,0.028,0.054,0.032,0.035,0.027,0.027,0.024,0.025,0.037,0.036,0.028,0.03,0.025,0.024,0.048,0.066,0.034,0.041,1291760.0,1592675.088781
29363,0.019,0.035,0.037,0.048,0.055,0.037,0.032,0.047,0.037,0.038,0.045,0.043,0.044,0.038,0.035,0.032,0.036,0.05,0.034,0.037,0.037,0.023,0.037,0.035,0.036,0.047,0.043,0.038,0.033,0.037,0.06,0.077,0.05,0.03,1122856.0,1455829.141535
29364,0.01,0.018,0.017,0.033,0.034,0.026,0.022,0.024,0.026,0.029,0.034,0.034,0.028,0.021,0.021,0.022,0.017,0.019,0.017,0.025,0.021,0.021,0.022,0.026,0.032,0.023,0.021,0.02,0.017,0.021,0.03,0.049,0.026,0.03,999677.0,1298326.360588
29365,0.014,0.033,0.021,0.039,0.053,0.032,0.026,0.032,0.034,0.036,0.045,0.037,0.04,0.024,0.018,0.02,0.021,0.035,0.028,0.042,0.022,0.027,0.02,0.03,0.049,0.04,0.03,0.029,0.027,0.029,0.069,0.051,0.044,0.05,1115848.0,1354478.782361
29366,0.016,0.025,0.029,0.033,0.052,0.033,0.029,0.042,0.025,0.032,0.044,0.036,0.04,0.022,0.024,0.019,0.026,0.045,0.03,0.034,0.021,0.029,0.019,0.024,0.035,0.031,0.03,0.023,0.024,0.028,0.052,0.037,0.019,0.028,1077013.0,1318513.497537
29367,0.014,0.02,0.022,0.03,0.056,0.029,0.02,0.028,0.024,0.027,0.039,0.032,0.036,0.026,0.024,0.017,0.019,0.035,0.023,0.033,0.021,0.024,0.018,0.022,0.028,0.024,0.025,0.021,0.022,0.024,0.058,0.055,0.027,0.034,1412999.0,1768831.437864
29368,0.015,0.013,0.02,0.026,0.042,0.027,0.02,0.026,0.028,0.026,0.035,0.036,0.032,0.023,0.038,0.021,0.016,0.028,0.023,0.022,0.021,0.028,0.02,0.023,0.029,0.025,0.025,0.023,0.02,0.024,0.041,0.061,0.037,0.035,1444029.0,1757547.632071
29369,0.017,0.017,0.02,0.032,0.044,0.035,0.025,0.035,0.027,0.031,0.035,0.032,0.036,0.03,0.033,0.022,0.021,0.03,0.028,0.033,0.021,0.024,0.021,0.027,0.022,0.026,0.026,0.025,0.024,0.024,0.05,0.066,0.031,0.032,1072810.0,1276871.953244
29370,0.019,0.021,0.023,0.034,0.038,0.034,0.029,0.044,0.038,0.034,0.045,0.039,0.041,0.025,0.038,0.022,0.025,0.052,0.025,0.038,0.026,0.036,0.027,0.03,0.022,0.036,0.028,0.028,0.025,0.03,0.073,0.053,0.026,0.045,1201907.0,1473279.496941
29371,0.022,0.022,0.024,0.04,0.054,0.031,0.027,0.027,0.032,0.032,0.039,0.039,0.035,0.025,0.032,0.024,0.023,0.031,0.019,0.027,0.024,0.027,0.023,0.029,0.027,0.025,0.029,0.026,0.025,0.029,0.046,0.053,0.024,0.036,1034844.0,1362977.763644
29372,0.022,0.027,0.038,0.047,0.062,0.039,0.034,0.046,0.041,0.038,0.036,0.053,0.043,0.042,0.036,0.036,0.03,0.038,0.035,0.039,0.041,0.032,0.033,0.037,0.035,0.043,0.039,0.038,0.033,0.04,0.041,0.064,0.038,0.035,1104856.0,1528395.876321
29373,0.016,0.022,0.023,0.039,0.036,0.027,0.023,0.025,0.028,0.03,0.033,0.038,0.032,0.017,0.022,0.02,0.019,0.025,0.019,0.035,0.02,0.018,0.02,0.025,0.031,0.025,0.025,0.021,0.017,0.024,0.047,0.059,0.021,0.027,1126978.0,1317021.058643
29374,0.022,0.025,0.03,0.049,0.058,0.035,0.035,0.048,0.038,0.04,0.051,0.043,0.035,0.03,0.031,0.037,0.029,0.046,0.041,0.038,0.036,0.035,0.038,0.041,0.043,0.037,0.045,0.036,0.029,0.036,0.07,0.052,0.033,0.036,1400137.0,1799852.501532
29375,0.016,0.023,0.027,0.031,0.043,0.027,0.025,0.031,0.029,0.031,0.038,0.032,0.032,0.024,0.028,0.021,0.021,0.03,0.024,0.026,0.026,0.03,0.021,0.023,0.048,0.029,0.032,0.021,0.021,0.025,0.042,0.055,0.023,0.044,1234496.0,1445064.614163
29376,0.019,0.023,0.024,0.041,0.067,0.028,0.027,0.034,0.026,0.031,0.043,0.034,0.037,0.027,0.028,0.023,0.027,0.037,0.031,0.033,0.029,0.027,0.026,0.028,0.04,0.033,0.033,0.032,0.025,0.027,0.044,0.049,0.038,0.039,1335701.0,1569179.438113
29377,0.014,0.019,0.021,0.038,0.043,0.029,0.028,0.035,0.033,0.034,0.048,0.039,0.033,0.026,0.027,0.023,0.025,0.035,0.022,0.037,0.028,0.029,0.024,0.029,0.04,0.029,0.028,0.03,0.025,0.029,0.043,0.054,0.032,0.036,1204493.0,1495173.463117
29378,0.021,0.023,0.027,0.038,0.04,0.026,0.029,0.032,0.027,0.034,0.038,0.039,0.032,0.028,0.023,0.028,0.024,0.039,0.032,0.033,0.03,0.032,0.028,0.027,0.029,0.03,0.032,0.029,0.025,0.026,0.053,0.041,0.034,0.035,1210706.0,1475858.612586
29379,0.016,0.016,0.021,0.032,0.042,0.027,0.019,0.033,0.024,0.029,0.034,0.03,0.027,0.019,0.022,0.015,0.019,0.027,0.019,0.028,0.018,0.025,0.018,0.02,0.028,0.023,0.022,0.019,0.02,0.02,0.035,0.042,0.037,0.03,1342731.0,1613801.792697
29380,0.016,0.019,0.02,0.027,0.033,0.026,0.023,0.026,0.026,0.03,0.034,0.03,0.032,0.022,0.022,0.019,0.019,0.03,0.021,0.031,0.022,0.024,0.018,0.019,0.025,0.026,0.023,0.024,0.02,0.022,0.047,0.045,0.026,0.034,1224799.0,1533127.236703
29381,0.02,0.02,0.02,0.031,0.052,0.03,0.023,0.028,0.024,0.031,0.035,0.03,0.031,0.024,0.023,0.02,0.023,0.02,0.018,0.04,0.024,0.025,0.021,0.023,0.036,0.027,0.026,0.025,0.021,0.021,0.051,0.06,0.036,0.036,1485317.0,1821055.146207
29382,0.03,0.022,0.03,0.036,0.052,0.033,0.028,0.035,0.032,0.033,0.036,0.036,0.038,0.029,0.028,0.03,0.026,0.041,0.035,0.033,0.033,0.026,0.033,0.029,0.028,0.035,0.034,0.031,0.028,0.032,0.054,0.053,0.04,0.037,1116386.0,1301158.707041
29383,0.021,0.021,0.02,0.029,0.026,0.023,0.022,0.034,0.028,0.031,0.031,0.039,0.033,0.024,0.02,0.022,0.021,0.03,0.022,0.034,0.024,0.024,0.019,0.023,0.031,0.028,0.024,0.024,0.019,0.026,0.04,0.032,0.034,0.029,1208148.0,1458617.044973
29384,0.014,0.026,0.021,0.034,0.054,0.026,0.022,0.031,0.023,0.026,0.038,0.032,0.037,0.027,0.025,0.02,0.023,0.031,0.022,0.027,0.025,0.026,0.02,0.023,0.03,0.027,0.025,0.023,0.023,0.024,0.038,0.08,0.033,0.031,1511233.0,1818466.415907
29385,0.019,0.021,0.024,0.037,0.049,0.031,0.03,0.041,0.03,0.032,0.04,0.037,0.037,0.029,0.023,0.027,0.025,0.035,0.028,0.032,0.029,0.024,0.022,0.032,0.021,0.036,0.037,0.032,0.025,0.03,0.069,0.073,0.024,0.035,1318565.0,1685834.27929
29386,0.02,0.014,0.018,0.033,0.039,0.028,0.024,0.031,0.025,0.027,0.031,0.033,0.039,0.025,0.026,0.023,0.029,0.032,0.02,0.036,0.02,0.025,0.019,0.024,0.029,0.031,0.025,0.023,0.02,0.021,0.037,0.076,0.025,0.029,1161960.0,1426403.803853
29387,0.017,0.023,0.023,0.032,0.061,0.031,0.025,0.031,0.027,0.028,0.04,0.031,0.033,0.022,0.022,0.02,0.017,0.037,0.023,0.035,0.024,0.023,0.021,0.023,0.032,0.026,0.028,0.023,0.02,0.023,0.043,0.053,0.038,0.036,1269802.0,1481912.033655
29388,0.02,0.022,0.029,0.039,0.049,0.034,0.022,0.033,0.025,0.03,0.042,0.035,0.041,0.025,0.036,0.019,0.03,0.04,0.028,0.035,0.027,0.031,0.029,0.024,0.032,0.032,0.032,0.025,0.028,0.027,0.049,0.053,0.034,0.035,1200142.0,1478233.599862
29389,0.017,0.014,0.019,0.032,0.036,0.029,0.023,0.029,0.023,0.026,0.038,0.031,0.036,0.023,0.032,0.019,0.021,0.041,0.023,0.03,0.025,0.027,0.018,0.02,0.027,0.028,0.024,0.021,0.021,0.021,0.056,0.056,0.033,0.03,1455008.0,1748802.608094
29390,0.02,0.027,0.023,0.041,0.04,0.038,0.028,0.044,0.031,0.042,0.047,0.046,0.034,0.037,0.034,0.023,0.025,0.046,0.025,0.044,0.028,0.025,0.025,0.034,0.029,0.029,0.029,0.031,0.032,0.027,0.048,0.064,0.07,0.036,1173281.0,1501818.844007
29391,0.027,0.038,0.042,0.04,0.074,0.036,0.028,0.043,0.034,0.031,0.051,0.041,0.051,0.033,0.035,0.033,0.037,0.044,0.041,0.042,0.036,0.033,0.034,0.033,0.038,0.046,0.04,0.031,0.026,0.035,0.074,0.06,0.049,0.04,1253039.0,1587358.861567
29392,0.016,0.03,0.024,0.039,0.043,0.031,0.024,0.034,0.026,0.031,0.04,0.028,0.031,0.029,0.025,0.022,0.024,0.04,0.031,0.029,0.026,0.023,0.025,0.025,0.034,0.03,0.029,0.022,0.025,0.025,0.043,0.06,0.024,0.033,1243271.0,1420033.139799
29393,0.017,0.024,0.036,0.044,0.083,0.043,0.035,0.039,0.038,0.04,0.044,0.05,0.037,0.037,0.037,0.034,0.026,0.051,0.033,0.036,0.036,0.039,0.03,0.035,0.035,0.041,0.038,0.037,0.033,0.033,0.081,0.066,0.044,0.043,1230251.0,1526061.43752
29394,0.04,0.021,0.037,0.049,0.068,0.044,0.04,0.065,0.038,0.048,0.055,0.048,0.06,0.052,0.046,0.03,0.034,0.049,0.047,0.031,0.033,0.023,0.035,0.03,0.037,0.048,0.046,0.028,0.039,0.037,0.067,0.074,0.054,0.034,1179513.0,1572756.928369
29395,0.019,0.02,0.021,0.028,0.046,0.026,0.022,0.027,0.025,0.028,0.033,0.03,0.029,0.023,0.02,0.02,0.019,0.028,0.025,0.028,0.021,0.023,0.021,0.022,0.034,0.027,0.025,0.021,0.019,0.025,0.04,0.041,0.02,0.028,1407733.0,1761647.224477
29396,0.016,0.018,0.026,0.028,0.035,0.028,0.024,0.028,0.025,0.029,0.037,0.032,0.038,0.028,0.027,0.021,0.022,0.039,0.027,0.029,0.025,0.029,0.021,0.023,0.034,0.04,0.03,0.023,0.023,0.025,0.043,0.036,0.035,0.03,1311872.0,1600978.42089
29397,0.014,0.029,0.025,0.034,0.038,0.022,0.023,0.028,0.027,0.024,0.045,0.03,0.028,0.023,0.018,0.017,0.022,0.027,0.022,0.021,0.021,0.02,0.019,0.022,0.025,0.028,0.025,0.022,0.018,0.024,0.058,0.069,0.025,0.024,1289206.0,1551194.345162
29398,0.053,0.044,0.054,0.062,0.0,0.069,0.072,0.071,0.081,0.074,0.051,0.058,0.048,0.066,0.0,0.048,0.052,0.071,0.054,0.054,0.067,0.043,0.052,0.062,0.057,0.058,0.049,0.068,0.068,0.077,0.051,0.084,0.112,0.065,828860.0,1564863.188661
29399,0.016,0.023,0.022,0.032,0.035,0.032,0.026,0.032,0.03,0.032,0.033,0.039,0.041,0.027,0.038,0.024,0.021,0.037,0.026,0.036,0.024,0.031,0.019,0.026,0.025,0.033,0.028,0.028,0.02,0.028,0.055,0.04,0.023,0.032,1166328.0,1406863.177906
29400,0.016,0.028,0.025,0.039,0.047,0.033,0.024,0.029,0.032,0.031,0.045,0.04,0.034,0.028,0.021,0.026,0.023,0.035,0.023,0.039,0.024,0.034,0.024,0.027,0.038,0.035,0.027,0.025,0.023,0.025,0.06,0.048,0.03,0.029,1251647.0,1417445.968441
29401,0.024,0.023,0.028,0.037,0.052,0.034,0.021,0.03,0.029,0.03,0.035,0.032,0.034,0.026,0.03,0.019,0.02,0.027,0.025,0.032,0.021,0.02,0.021,0.023,0.043,0.027,0.026,0.021,0.025,0.024,0.034,0.043,0.03,0.04,1260833.0,1484327.321426
29402,0.029,0.024,0.023,0.038,0.029,0.03,0.03,0.038,0.03,0.03,0.043,0.042,0.039,0.029,0.029,0.02,0.033,0.034,0.024,0.029,0.022,0.023,0.021,0.029,0.051,0.033,0.026,0.024,0.026,0.027,0.054,0.069,0.024,0.028,1038145.0,1240676.745991
29403,0.015,0.023,0.021,0.031,0.034,0.028,0.021,0.031,0.026,0.028,0.033,0.035,0.033,0.024,0.029,0.021,0.022,0.034,0.031,0.04,0.024,0.029,0.021,0.024,0.027,0.027,0.022,0.023,0.02,0.024,0.042,0.042,0.037,0.028,1159632.0,1488282.418836
29404,0.016,0.023,0.022,0.031,0.039,0.035,0.024,0.026,0.028,0.032,0.032,0.033,0.031,0.025,0.03,0.024,0.025,0.04,0.024,0.03,0.027,0.024,0.024,0.025,0.034,0.028,0.032,0.024,0.018,0.021,0.058,0.061,0.028,0.037,1270097.0,1539899.842414
29405,0.018,0.019,0.021,0.036,0.047,0.029,0.026,0.031,0.028,0.031,0.041,0.042,0.04,0.028,0.024,0.018,0.022,0.03,0.024,0.025,0.021,0.028,0.018,0.029,0.035,0.029,0.025,0.023,0.022,0.028,0.044,0.035,0.028,0.037,1292207.0,1518925.065781
29407,0.018,0.022,0.018,0.046,0.038,0.03,0.028,0.032,0.036,0.027,0.038,0.039,0.035,0.023,0.021,0.019,0.022,0.029,0.032,0.037,0.021,0.025,0.019,0.029,0.031,0.034,0.029,0.026,0.023,0.024,0.062,0.046,0.029,0.04,1095378.0,1310680.515207
29408,0.019,0.023,0.034,0.052,0.029,0.039,0.038,0.042,0.033,0.043,0.046,0.049,0.036,0.032,0.024,0.023,0.024,0.034,0.028,0.043,0.03,0.032,0.029,0.034,0.039,0.04,0.035,0.04,0.026,0.034,0.052,0.057,0.035,0.031,1221191.0,1670616.036772
29409,0.02,0.03,0.021,0.031,0.034,0.027,0.026,0.033,0.029,0.03,0.041,0.035,0.033,0.023,0.019,0.021,0.027,0.038,0.022,0.033,0.019,0.021,0.021,0.023,0.03,0.029,0.026,0.024,0.022,0.024,0.058,0.041,0.038,0.034,1221184.0,1439069.111102
29410,0.018,0.033,0.026,0.043,0.039,0.037,0.032,0.04,0.033,0.035,0.047,0.042,0.041,0.03,0.028,0.026,0.035,0.042,0.029,0.031,0.034,0.029,0.027,0.026,0.039,0.036,0.035,0.028,0.025,0.028,0.053,0.069,0.037,0.034,1242093.0,1516017.694385
29411,0.015,0.028,0.021,0.035,0.083,0.035,0.026,0.037,0.025,0.029,0.037,0.038,0.042,0.027,0.032,0.018,0.021,0.03,0.032,0.034,0.021,0.023,0.017,0.022,0.029,0.03,0.026,0.022,0.027,0.022,0.063,0.053,0.03,0.027,1015881.0,1310093.569939
29412,0.018,0.028,0.021,0.033,0.042,0.028,0.023,0.032,0.027,0.033,0.049,0.034,0.042,0.028,0.019,0.018,0.021,0.034,0.023,0.031,0.019,0.034,0.018,0.023,0.039,0.029,0.028,0.024,0.024,0.025,0.056,0.05,0.023,0.034,1070302.0,1350634.90044
29413,0.017,0.022,0.027,0.041,0.043,0.029,0.027,0.037,0.024,0.029,0.041,0.038,0.037,0.029,0.019,0.019,0.025,0.039,0.026,0.029,0.021,0.025,0.02,0.03,0.033,0.039,0.033,0.027,0.02,0.026,0.08,0.054,0.023,0.046,1175290.0,1489017.816704
29414,0.015,0.017,0.026,0.042,0.036,0.028,0.026,0.03,0.034,0.03,0.054,0.033,0.037,0.026,0.026,0.028,0.02,0.037,0.024,0.027,0.028,0.028,0.023,0.029,0.026,0.038,0.03,0.024,0.028,0.021,0.053,0.051,0.023,0.03,1316997.0,1596734.985418
29415,0.018,0.022,0.029,0.033,0.057,0.031,0.026,0.042,0.027,0.028,0.043,0.031,0.029,0.028,0.024,0.021,0.03,0.033,0.032,0.028,0.024,0.029,0.024,0.023,0.03,0.029,0.03,0.023,0.024,0.024,0.048,0.069,0.024,0.032,1312083.0,1538131.883395
29416,0.023,0.039,0.029,0.062,0.073,0.055,0.034,0.039,0.033,0.042,0.051,0.058,0.058,0.039,0.038,0.029,0.03,0.054,0.045,0.046,0.03,0.031,0.027,0.036,0.044,0.045,0.041,0.041,0.029,0.035,0.084,0.111,0.034,0.04,1047550.0,1413954.471492
29417,0.014,0.02,0.027,0.041,0.059,0.031,0.03,0.075,0.03,0.039,0.049,0.047,0.043,0.03,0.025,0.028,0.035,0.048,0.036,0.049,0.03,0.031,0.029,0.03,0.041,0.037,0.032,0.027,0.028,0.03,0.075,0.067,0.026,0.036,1108648.0,1326235.059185
29418,0.019,0.021,0.032,0.059,0.086,0.029,0.034,0.039,0.033,0.042,0.053,0.046,0.046,0.031,0.024,0.029,0.031,0.049,0.034,0.039,0.033,0.034,0.029,0.038,0.039,0.051,0.039,0.045,0.034,0.037,0.07,0.064,0.034,0.038,1375009.0,1689486.830558
29419,0.017,0.019,0.02,0.045,0.027,0.028,0.023,0.032,0.029,0.03,0.048,0.036,0.032,0.027,0.021,0.019,0.02,0.038,0.028,0.028,0.026,0.025,0.02,0.031,0.032,0.033,0.026,0.026,0.019,0.028,0.058,0.055,0.033,0.027,1128176.0,1357958.012596
29420,0.016,0.022,0.022,0.031,0.026,0.026,0.026,0.032,0.028,0.026,0.048,0.032,0.035,0.026,0.029,0.015,0.024,0.034,0.032,0.029,0.023,0.022,0.018,0.026,0.034,0.032,0.028,0.026,0.022,0.026,0.042,0.042,0.024,0.028,1172889.0,1312196.856814
29421,0.017,0.027,0.021,0.038,0.036,0.032,0.028,0.027,0.025,0.03,0.033,0.035,0.039,0.024,0.025,0.017,0.022,0.024,0.03,0.029,0.018,0.025,0.017,0.025,0.029,0.029,0.026,0.023,0.023,0.025,0.042,0.042,0.033,0.032,1159491.0,1400893.619752
29422,0.02,0.025,0.023,0.039,0.059,0.039,0.029,0.033,0.031,0.032,0.045,0.037,0.039,0.027,0.031,0.022,0.022,0.039,0.022,0.044,0.024,0.031,0.02,0.025,0.033,0.033,0.029,0.031,0.023,0.023,0.046,0.063,0.037,0.042,1178657.0,1431278.042124
29423,0.014,0.017,0.02,0.029,0.045,0.027,0.023,0.031,0.028,0.027,0.032,0.037,0.036,0.023,0.018,0.015,0.024,0.03,0.019,0.029,0.018,0.022,0.019,0.025,0.026,0.029,0.026,0.021,0.02,0.023,0.047,0.044,0.021,0.032,1087323.0,1328792.565126
29424,0.023,0.018,0.029,0.047,0.045,0.036,0.038,0.04,0.033,0.042,0.039,0.043,0.044,0.034,0.026,0.027,0.032,0.054,0.024,0.044,0.043,0.028,0.033,0.032,0.033,0.041,0.033,0.035,0.032,0.04,0.073,0.047,0.041,0.03,1192675.0,1479826.803981
29425,0.018,0.016,0.018,0.034,0.051,0.021,0.019,0.024,0.027,0.028,0.036,0.031,0.029,0.021,0.016,0.013,0.02,0.032,0.026,0.034,0.02,0.02,0.019,0.021,0.026,0.027,0.022,0.021,0.017,0.019,0.042,0.043,0.017,0.031,1506076.0,1781296.3341
29427,0.021,0.021,0.02,0.038,0.055,0.022,0.022,0.034,0.024,0.026,0.035,0.037,0.034,0.025,0.019,0.019,0.021,0.033,0.027,0.025,0.019,0.023,0.018,0.024,0.043,0.03,0.027,0.023,0.022,0.025,0.042,0.068,0.023,0.035,1239615.0,1557827.543964
29428,0.018,0.03,0.018,0.038,0.025,0.03,0.029,0.034,0.028,0.033,0.035,0.043,0.036,0.022,0.018,0.018,0.027,0.031,0.025,0.033,0.026,0.033,0.02,0.028,0.035,0.035,0.026,0.022,0.022,0.033,0.092,0.058,0.028,0.028,1092664.0,1328688.200119
29429,0.014,0.016,0.019,0.032,0.045,0.024,0.021,0.028,0.03,0.029,0.037,0.037,0.03,0.022,0.02,0.016,0.023,0.029,0.02,0.027,0.02,0.022,0.017,0.023,0.02,0.026,0.025,0.019,0.019,0.025,0.056,0.039,0.028,0.037,1286611.0,1527487.428803
29430,0.016,0.03,0.023,0.039,0.038,0.027,0.029,0.036,0.025,0.03,0.047,0.029,0.039,0.027,0.025,0.018,0.021,0.039,0.03,0.032,0.024,0.028,0.019,0.024,0.038,0.036,0.03,0.025,0.028,0.031,0.072,0.068,0.018,0.041,1343646.0,1524466.722624
29431,0.018,0.017,0.023,0.047,0.026,0.025,0.022,0.029,0.03,0.027,0.042,0.039,0.027,0.021,0.029,0.02,0.025,0.038,0.026,0.044,0.024,0.026,0.022,0.023,0.028,0.03,0.027,0.025,0.024,0.028,0.048,0.043,0.025,0.042,1192383.0,1430399.08371
29432,0.016,0.021,0.018,0.035,0.033,0.025,0.02,0.03,0.028,0.027,0.041,0.038,0.032,0.023,0.027,0.019,0.023,0.032,0.025,0.032,0.02,0.026,0.018,0.024,0.028,0.028,0.025,0.023,0.021,0.023,0.043,0.037,0.029,0.035,1127784.0,1294179.850665
29433,0.017,0.018,0.023,0.037,0.051,0.027,0.022,0.029,0.024,0.033,0.037,0.042,0.03,0.02,0.028,0.023,0.024,0.026,0.021,0.039,0.027,0.021,0.023,0.027,0.027,0.025,0.024,0.022,0.024,0.026,0.05,0.049,0.026,0.038,1546735.0,1844744.671542
29434,0.02,0.018,0.018,0.032,0.033,0.024,0.022,0.028,0.029,0.027,0.042,0.029,0.035,0.026,0.028,0.021,0.022,0.029,0.027,0.019,0.023,0.028,0.022,0.024,0.037,0.03,0.024,0.021,0.019,0.025,0.04,0.052,0.027,0.029,1082844.0,1281905.16811
29435,0.015,0.018,0.021,0.036,0.048,0.029,0.025,0.037,0.031,0.029,0.043,0.034,0.035,0.026,0.016,0.019,0.02,0.031,0.021,0.039,0.019,0.023,0.018,0.027,0.034,0.028,0.025,0.023,0.026,0.024,0.046,0.039,0.031,0.036,1217497.0,1497122.229083
29436,0.017,0.031,0.03,0.045,0.079,0.037,0.035,0.039,0.034,0.043,0.04,0.047,0.041,0.035,0.022,0.027,0.031,0.04,0.03,0.045,0.029,0.03,0.025,0.03,0.037,0.041,0.036,0.04,0.024,0.028,0.062,0.056,0.032,0.038,1127428.0,1385404.380595
29437,0.017,0.02,0.02,0.028,0.024,0.023,0.022,0.021,0.028,0.026,0.033,0.034,0.031,0.024,0.022,0.019,0.018,0.029,0.018,0.032,0.022,0.027,0.018,0.022,0.029,0.026,0.023,0.021,0.016,0.023,0.041,0.034,0.051,0.026,1149953.0,1397917.035512
29438,0.02,0.019,0.024,0.033,0.028,0.031,0.023,0.029,0.029,0.028,0.037,0.032,0.038,0.024,0.028,0.02,0.018,0.033,0.027,0.033,0.021,0.023,0.021,0.024,0.037,0.03,0.028,0.022,0.02,0.025,0.057,0.039,0.026,0.04,1157255.0,1386154.818436
29439,0.019,0.016,0.027,0.04,0.033,0.028,0.027,0.033,0.03,0.031,0.035,0.036,0.033,0.024,0.02,0.024,0.026,0.028,0.021,0.032,0.024,0.025,0.022,0.029,0.034,0.032,0.025,0.027,0.016,0.025,0.04,0.04,0.028,0.026,1004619.0,1183715.471353
29440,0.019,0.021,0.019,0.038,0.038,0.028,0.021,0.028,0.027,0.032,0.036,0.04,0.03,0.026,0.031,0.021,0.02,0.025,0.019,0.03,0.024,0.03,0.02,0.025,0.033,0.026,0.026,0.023,0.022,0.025,0.047,0.07,0.029,0.036,1148889.0,1428847.759912
29441,0.016,0.02,0.024,0.034,0.053,0.033,0.024,0.031,0.025,0.029,0.037,0.042,0.036,0.023,0.02,0.018,0.023,0.034,0.028,0.029,0.021,0.026,0.02,0.025,0.047,0.028,0.024,0.022,0.024,0.023,0.043,0.055,0.042,0.032,1164154.0,1425728.566211
29442,0.017,0.027,0.021,0.037,0.035,0.031,0.025,0.028,0.029,0.03,0.038,0.037,0.029,0.025,0.026,0.02,0.018,0.037,0.021,0.038,0.02,0.024,0.02,0.026,0.036,0.031,0.023,0.023,0.02,0.025,0.033,0.055,0.025,0.03,1014163.0,1276927.127452
