lh.aparc.gauscurv,lh_bankssts_gauscurv,lh_caudalanteriorcingulate_gauscurv,lh_caudalmiddlefrontal_gauscurv,lh_cuneus_gauscurv,lh_entorhinal_gauscurv,lh_fusiform_gauscurv,lh_inferiorparietal_gauscurv,lh_inferiortemporal_gauscurv,lh_isthmuscingulate_gauscurv,lh_lateraloccipital_gauscurv,lh_lateralorbitofrontal_gauscurv,lh_lingual_gauscurv,lh_medialorbitofrontal_gauscurv,lh_middletemporal_gauscurv,lh_parahippocampal_gauscurv,lh_paracentral_gauscurv,lh_parsopercularis_gauscurv,lh_parsorbitalis_gauscurv,lh_parstriangularis_gauscurv,lh_pericalcarine_gauscurv,lh_postcentral_gauscurv,lh_posteriorcingulate_gauscurv,lh_precentral_gauscurv,lh_precuneus_gauscurv,lh_rostralanteriorcingulate_gauscurv,lh_rostralmiddlefrontal_gauscurv,lh_superiorfrontal_gauscurv,lh_superiorparietal_gauscurv,lh_superiortemporal_gauscurv,lh_supramarginal_gauscurv,lh_frontalpole_gauscurv,lh_temporalpole_gauscurv,lh_transversetemporal_gauscurv,lh_insula_gauscurv,BrainSegVolNotVent,eTIV
50956,0.015,0.022,0.021,0.038,0.015,0.028,0.025,0.023,0.031,0.035,0.027,0.035,0.032,0.024,0.023,0.02,0.028,0.038,0.026,0.027,0.021,0.023,0.021,0.022,0.034,0.032,0.025,0.025,0.021,0.026,0.051,0.029,0.031,0.033,988366.0,1128068.198124
50957,0.02,0.023,0.03,0.047,0.048,0.037,0.034,0.032,0.031,0.04,0.043,0.046,0.044,0.037,0.05,0.029,0.028,0.069,0.039,0.045,0.034,0.034,0.032,0.031,0.047,0.041,0.039,0.032,0.026,0.038,0.058,0.038,0.039,0.034,973581.0,1279868.323299
50958,0.02,0.024,0.033,0.046,0.024,0.036,0.033,0.033,0.033,0.04,0.038,0.043,0.038,0.033,0.041,0.028,0.023,0.043,0.032,0.039,0.028,0.033,0.027,0.031,0.038,0.037,0.035,0.031,0.023,0.038,0.071,0.042,0.056,0.04,968697.0,1275631.543942
50959,0.013,0.023,0.021,0.038,0.019,0.024,0.029,0.027,0.033,0.036,0.036,0.039,0.039,0.024,0.017,0.022,0.023,0.04,0.023,0.043,0.027,0.027,0.024,0.028,0.034,0.029,0.029,0.027,0.023,0.029,0.036,0.033,0.025,0.04,1007228.0,1023824.625827
50960,0.023,0.017,0.023,0.044,0.019,0.029,0.029,0.027,0.033,0.037,0.035,0.043,0.036,0.026,0.017,0.024,0.027,0.04,0.029,0.033,0.026,0.029,0.03,0.027,0.039,0.032,0.028,0.026,0.026,0.027,0.055,0.032,0.053,0.039,1102026.0,1251568.017806
50961,0.026,0.025,0.023,0.049,0.021,0.029,0.031,0.028,0.037,0.043,0.031,0.058,0.041,0.027,0.042,0.022,0.018,0.03,0.023,0.061,0.028,0.023,0.029,0.031,0.038,0.031,0.026,0.027,0.021,0.023,0.041,0.032,0.033,0.032,947408.0,1178327.236146
50962,0.018,0.031,0.026,0.038,0.037,0.031,0.029,0.032,0.03,0.034,0.039,0.042,0.044,0.026,0.024,0.02,0.028,0.039,0.021,0.043,0.023,0.031,0.027,0.029,0.035,0.03,0.028,0.028,0.022,0.025,0.043,0.037,0.04,0.032,876638.0,1132658.764097
50964,0.016,0.022,0.024,0.032,0.022,0.033,0.024,0.026,0.025,0.033,0.037,0.036,0.03,0.027,0.018,0.023,0.025,0.035,0.026,0.031,0.026,0.027,0.023,0.024,0.035,0.029,0.028,0.025,0.02,0.027,0.043,0.055,0.033,0.031,1146961.0,1419919.873029
50965,0.02,0.024,0.034,0.037,0.035,0.031,0.029,0.03,0.025,0.039,0.042,0.041,0.045,0.031,0.024,0.029,0.027,0.048,0.04,0.043,0.038,0.026,0.033,0.033,0.057,0.041,0.041,0.033,0.029,0.034,0.073,0.052,0.028,0.031,1223870.0,1567422.27116
50966,0.019,0.021,0.023,0.038,0.021,0.037,0.028,0.033,0.025,0.041,0.03,0.04,0.027,0.029,0.041,0.023,0.026,0.043,0.024,0.039,0.023,0.026,0.026,0.028,0.031,0.028,0.028,0.026,0.024,0.027,0.043,0.052,0.037,0.035,1171600.0,1427566.121347
50967,0.018,0.017,0.023,0.033,0.035,0.036,0.031,0.03,0.029,0.041,0.032,0.038,0.039,0.025,0.026,0.024,0.024,0.04,0.034,0.026,0.026,0.029,0.022,0.028,0.028,0.033,0.026,0.025,0.037,0.03,0.05,0.045,0.027,0.033,1000913.0,1133860.610485
50968,0.016,0.023,0.028,0.047,0.038,0.035,0.036,0.038,0.032,0.049,0.041,0.041,0.041,0.031,0.033,0.026,0.036,0.033,0.035,0.034,0.035,0.028,0.028,0.032,0.04,0.034,0.033,0.028,0.029,0.032,0.05,0.041,0.039,0.044,1214026.0,1517564.1908
50969,0.02,0.02,0.032,0.044,0.04,0.049,0.036,0.042,0.037,0.047,0.042,0.047,0.045,0.036,0.032,0.026,0.03,0.048,0.033,0.053,0.031,0.034,0.029,0.031,0.051,0.041,0.035,0.036,0.033,0.036,0.057,0.041,0.045,0.039,949061.0,1246765.772002
50970,0.016,0.021,0.023,0.036,0.023,0.031,0.025,0.029,0.032,0.031,0.036,0.039,0.038,0.026,0.027,0.022,0.032,0.037,0.03,0.034,0.024,0.026,0.025,0.027,0.034,0.032,0.029,0.025,0.023,0.027,0.045,0.04,0.037,0.043,1231679.0,1548041.261445
50971,0.014,0.023,0.025,0.048,0.036,0.032,0.029,0.03,0.028,0.033,0.031,0.041,0.041,0.029,0.025,0.025,0.025,0.036,0.026,0.037,0.028,0.031,0.026,0.029,0.037,0.034,0.031,0.027,0.023,0.03,0.052,0.054,0.033,0.031,1181997.0,1430929.762243
50972,0.022,0.015,0.022,0.038,0.028,0.027,0.024,0.032,0.029,0.036,0.03,0.042,0.033,0.03,0.022,0.028,0.023,0.026,0.026,0.034,0.026,0.025,0.025,0.027,0.027,0.028,0.026,0.024,0.02,0.026,0.057,0.034,0.035,0.031,1568401.0,1919539.92496
50973,0.023,0.029,0.029,0.042,0.037,0.031,0.024,0.03,0.027,0.038,0.035,0.044,0.036,0.032,0.038,0.029,0.025,0.039,0.027,0.035,0.029,0.025,0.031,0.028,0.031,0.035,0.03,0.026,0.023,0.026,0.049,0.038,0.038,0.035,1138334.0,1466354.7519
50974,0.019,0.018,0.027,0.042,0.03,0.036,0.026,0.032,0.035,0.038,0.037,0.042,0.043,0.03,0.018,0.025,0.023,0.032,0.023,0.046,0.024,0.024,0.027,0.024,0.029,0.032,0.032,0.026,0.025,0.028,0.047,0.038,0.045,0.03,1164985.0,1420213.688353
50975,0.025,0.027,0.028,0.054,0.033,0.042,0.034,0.041,0.042,0.055,0.037,0.055,0.038,0.033,0.028,0.029,0.028,0.047,0.03,0.053,0.032,0.036,0.029,0.032,0.036,0.038,0.034,0.033,0.03,0.036,0.045,0.063,0.038,0.046,1117637.0,1415060.555347
50976,0.019,0.023,0.021,0.049,0.028,0.034,0.031,0.033,0.039,0.039,0.035,0.048,0.039,0.028,0.019,0.024,0.021,0.036,0.025,0.039,0.024,0.026,0.022,0.028,0.035,0.03,0.029,0.025,0.022,0.026,0.044,0.042,0.04,0.034,1194971.0,1448636.257269
50977,0.018,0.022,0.023,0.047,0.024,0.034,0.028,0.029,0.026,0.045,0.036,0.048,0.034,0.029,0.032,0.025,0.026,0.036,0.03,0.042,0.029,0.025,0.025,0.03,0.029,0.037,0.032,0.026,0.022,0.026,0.052,0.026,0.042,0.037,1329955.0,1544953.695669
50978,0.015,0.016,0.022,0.044,0.03,0.026,0.026,0.027,0.024,0.034,0.031,0.045,0.036,0.028,0.032,0.024,0.023,0.036,0.027,0.04,0.025,0.026,0.023,0.028,0.037,0.028,0.027,0.025,0.023,0.027,0.033,0.036,0.03,0.029,1143130.0,1412834.48054
50979,0.017,0.021,0.025,0.037,0.027,0.033,0.031,0.036,0.028,0.038,0.036,0.045,0.037,0.035,0.036,0.026,0.034,0.045,0.026,0.035,0.033,0.032,0.024,0.032,0.046,0.034,0.031,0.029,0.024,0.029,0.044,0.048,0.032,0.032,1272787.0,1567695.784189
50980,0.016,0.026,0.023,0.038,0.037,0.032,0.026,0.032,0.027,0.034,0.031,0.045,0.035,0.028,0.031,0.023,0.021,0.033,0.023,0.042,0.027,0.023,0.022,0.024,0.039,0.034,0.029,0.027,0.028,0.029,0.051,0.042,0.026,0.032,1118696.0,1359396.349742
50981,0.02,0.02,0.027,0.032,0.038,0.033,0.027,0.036,0.027,0.038,0.036,0.037,0.033,0.029,0.021,0.03,0.028,0.043,0.029,0.04,0.027,0.032,0.027,0.026,0.034,0.031,0.03,0.027,0.023,0.026,0.058,0.046,0.034,0.04,1153764.0,1429795.988693
50982,0.021,0.028,0.031,0.051,0.024,0.038,0.034,0.04,0.03,0.045,0.04,0.048,0.039,0.037,0.041,0.027,0.029,0.053,0.038,0.046,0.035,0.029,0.031,0.03,0.041,0.042,0.039,0.038,0.03,0.034,0.065,0.046,0.03,0.034,1264819.0,1439174.300181
50983,0.023,0.019,0.028,0.048,0.036,0.031,0.035,0.035,0.033,0.042,0.039,0.041,0.038,0.032,0.043,0.029,0.022,0.037,0.025,0.042,0.028,0.025,0.032,0.027,0.028,0.042,0.031,0.032,0.023,0.029,0.057,0.043,0.045,0.035,1269298.0,1590938.193723
50984,0.017,0.036,0.026,0.049,0.03,0.033,0.027,0.027,0.027,0.04,0.035,0.045,0.039,0.029,0.028,0.026,0.023,0.037,0.025,0.041,0.027,0.027,0.025,0.029,0.031,0.031,0.029,0.026,0.022,0.029,0.051,0.038,0.03,0.032,1174672.0,1574400.634046
50985,0.017,0.024,0.02,0.042,0.036,0.027,0.028,0.033,0.029,0.039,0.03,0.037,0.028,0.028,0.019,0.022,0.023,0.033,0.028,0.041,0.026,0.03,0.025,0.027,0.028,0.03,0.027,0.028,0.021,0.024,0.041,0.041,0.029,0.03,1312271.0,1328160.36011
50986,0.019,0.018,0.026,0.038,0.033,0.031,0.03,0.039,0.029,0.039,0.033,0.054,0.042,0.029,0.052,0.025,0.026,0.042,0.024,0.042,0.025,0.029,0.023,0.029,0.042,0.034,0.029,0.029,0.022,0.027,0.041,0.05,0.031,0.032,1067866.0,1241687.308508
50987,0.018,0.03,0.027,0.052,0.046,0.041,0.035,0.047,0.037,0.055,0.043,0.066,0.04,0.033,0.214,0.025,0.034,0.051,0.035,0.065,0.028,0.027,0.027,0.032,0.033,0.041,0.036,0.031,0.032,0.034,0.06,0.067,0.04,0.046,1037333.0,1329264.897462
50988,0.022,0.017,0.029,0.037,0.035,0.032,0.025,0.032,0.027,0.032,0.029,0.041,0.042,0.029,0.04,0.022,0.026,0.031,0.024,0.04,0.024,0.026,0.025,0.026,0.026,0.033,0.029,0.028,0.024,0.029,0.043,0.033,0.038,0.029,1165126.0,1469543.037454
50989,0.021,0.03,0.031,0.04,0.042,0.034,0.034,0.035,0.035,0.046,0.043,0.053,0.046,0.036,0.04,0.034,0.032,0.043,0.028,0.033,0.031,0.029,0.027,0.028,0.049,0.037,0.035,0.035,0.028,0.029,0.059,0.055,0.048,0.041,1203979.0,1498085.265663
50990,0.02,0.018,0.026,0.045,0.018,0.03,0.031,0.03,0.031,0.041,0.034,0.045,0.03,0.031,0.027,0.029,0.024,0.032,0.033,0.044,0.029,0.026,0.029,0.027,0.033,0.033,0.03,0.03,0.025,0.028,0.041,0.035,0.031,0.037,1504401.0,1848145.49577
50991,0.021,0.011,0.026,0.04,0.025,0.029,0.029,0.031,0.029,0.046,0.031,0.052,0.031,0.031,0.023,0.02,0.026,0.031,0.021,0.035,0.024,0.027,0.023,0.027,0.034,0.033,0.027,0.027,0.024,0.027,0.054,0.04,0.029,0.032,1018993.0,1139774.499862
50992,0.018,0.026,0.024,0.046,0.03,0.029,0.029,0.028,0.031,0.042,0.033,0.045,0.039,0.029,0.028,0.026,0.025,0.032,0.029,0.043,0.024,0.029,0.024,0.031,0.034,0.034,0.032,0.026,0.024,0.029,0.05,0.039,0.064,0.035,1197262.0,1400857.353428
50993,0.018,0.019,0.026,0.04,0.029,0.029,0.028,0.028,0.025,0.034,0.03,0.046,0.039,0.025,0.02,0.017,0.021,0.031,0.021,0.036,0.025,0.018,0.023,0.025,0.043,0.032,0.029,0.023,0.017,0.028,0.044,0.045,0.026,0.035,1203414.0,1446659.183077
50994,0.017,0.024,0.024,0.047,0.044,0.033,0.028,0.034,0.033,0.035,0.029,0.045,0.034,0.031,0.019,0.025,0.027,0.041,0.027,0.034,0.023,0.024,0.028,0.027,0.028,0.032,0.026,0.027,0.027,0.028,0.042,0.051,0.037,0.035,1117747.0,1092319.238912
50995,0.021,0.017,0.024,0.039,0.045,0.031,0.025,0.033,0.026,0.042,0.031,0.044,0.027,0.027,0.019,0.023,0.028,0.036,0.03,0.037,0.028,0.031,0.026,0.028,0.024,0.029,0.028,0.026,0.023,0.025,0.047,0.036,0.038,0.032,1221504.0,1587499.492569
50996,0.017,0.024,0.024,0.033,0.038,0.028,0.026,0.03,0.034,0.036,0.039,0.029,0.032,0.027,0.029,0.026,0.027,0.033,0.026,0.031,0.026,0.031,0.027,0.023,0.041,0.027,0.028,0.029,0.023,0.029,0.047,0.036,0.033,0.031,1237451.0,1596769.933289
50997,0.017,0.022,0.023,0.039,0.034,0.025,0.027,0.026,0.026,0.038,0.035,0.04,0.044,0.029,0.031,0.029,0.028,0.044,0.023,0.041,0.03,0.03,0.029,0.027,0.032,0.032,0.031,0.027,0.022,0.027,0.052,0.034,0.029,0.033,1517540.0,1971603.706914
50998,0.02,0.025,0.034,0.048,0.026,0.029,0.033,0.035,0.035,0.047,0.034,0.047,0.045,0.033,0.024,0.03,0.03,0.052,0.032,0.056,0.032,0.03,0.032,0.033,0.048,0.043,0.037,0.034,0.028,0.033,0.073,0.061,0.045,0.035,1202276.0,1446484.907802
50999,0.026,0.021,0.021,0.049,0.03,0.031,0.026,0.031,0.031,0.039,0.035,0.034,0.038,0.025,0.019,0.023,0.029,0.032,0.022,0.038,0.027,0.023,0.025,0.03,0.032,0.031,0.027,0.024,0.022,0.026,0.052,0.037,0.041,0.044,1092185.0,1288362.984824
51000,0.023,0.019,0.025,0.047,0.036,0.035,0.027,0.039,0.032,0.041,0.039,0.05,0.04,0.031,0.049,0.03,0.028,0.037,0.028,0.047,0.028,0.026,0.026,0.028,0.03,0.031,0.028,0.029,0.026,0.032,0.043,0.045,0.029,0.037,1155662.0,1336943.609002
51001,0.017,0.029,0.028,0.043,0.032,0.042,0.03,0.04,0.033,0.048,0.034,0.044,0.037,0.036,0.024,0.026,0.024,0.049,0.018,0.048,0.027,0.03,0.025,0.036,0.037,0.032,0.032,0.029,0.03,0.028,0.08,0.048,0.037,0.043,1113101.0,1349154.216216
51002,0.022,0.018,0.027,0.042,0.04,0.034,0.031,0.037,0.031,0.045,0.037,0.05,0.04,0.032,0.044,0.028,0.028,0.052,0.03,0.048,0.024,0.028,0.027,0.026,0.043,0.037,0.033,0.032,0.025,0.028,0.054,0.051,0.033,0.035,1278275.0,1569202.793169
51003,0.019,0.025,0.031,0.039,0.033,0.034,0.028,0.037,0.033,0.039,0.044,0.048,0.046,0.032,0.029,0.025,0.03,0.045,0.029,0.041,0.032,0.04,0.03,0.032,0.034,0.032,0.038,0.031,0.029,0.033,0.043,0.049,0.05,0.038,1209283.0,1572771.762117
51006,0.022,0.021,0.027,0.042,0.023,0.03,0.024,0.034,0.03,0.038,0.036,0.047,0.045,0.032,0.032,0.026,0.027,0.045,0.025,0.041,0.027,0.03,0.024,0.028,0.022,0.033,0.032,0.028,0.027,0.03,0.043,0.04,0.042,0.034,1123605.0,1446627.167571
51007,0.021,0.023,0.021,0.044,0.034,0.027,0.024,0.037,0.028,0.036,0.039,0.04,0.037,0.028,0.031,0.023,0.026,0.039,0.025,0.047,0.026,0.024,0.025,0.026,0.03,0.031,0.026,0.022,0.024,0.027,0.039,0.051,0.03,0.032,1044450.0,1327856.998806
51008,0.024,0.028,0.027,0.057,0.027,0.053,0.033,0.042,0.038,0.052,0.043,0.053,0.041,0.039,0.027,0.032,0.032,0.049,0.025,0.051,0.029,0.029,0.03,0.033,0.038,0.039,0.036,0.03,0.031,0.032,0.062,0.06,0.053,0.051,1133167.0,1336712.317899
51009,0.016,0.027,0.028,0.039,0.027,0.035,0.025,0.027,0.031,0.043,0.035,0.043,0.039,0.033,0.024,0.025,0.03,0.032,0.03,0.042,0.029,0.02,0.028,0.026,0.035,0.031,0.03,0.031,0.025,0.028,0.047,0.035,0.027,0.041,1331653.0,1602715.785324
51010,0.022,0.028,0.029,0.039,0.048,0.031,0.031,0.033,0.034,0.04,0.041,0.042,0.039,0.029,0.025,0.028,0.031,0.045,0.032,0.04,0.033,0.024,0.029,0.032,0.043,0.034,0.032,0.029,0.024,0.031,0.075,0.056,0.035,0.048,1259182.0,1497455.453028
51011,0.02,0.101,0.034,0.054,0.028,0.033,0.031,0.029,0.03,0.042,0.032,0.045,0.036,0.033,0.029,0.026,0.027,0.043,0.031,0.063,0.029,0.033,0.027,0.031,0.03,0.04,0.034,0.03,0.023,0.028,0.039,0.057,0.044,0.035,1269299.0,1615027.137651
51012,0.016,0.029,0.022,0.046,0.033,0.035,0.027,0.03,0.028,0.04,0.032,0.048,0.045,0.032,0.034,0.025,0.024,0.035,0.028,0.041,0.023,0.022,0.024,0.025,0.04,0.034,0.03,0.026,0.023,0.027,0.048,0.046,0.053,0.037,1087126.0,1292353.782005
51013,0.02,0.026,0.025,0.032,0.029,0.034,0.029,0.032,0.027,0.037,0.029,0.035,0.04,0.027,0.028,0.021,0.023,0.038,0.03,0.035,0.026,0.026,0.024,0.025,0.044,0.031,0.027,0.026,0.025,0.026,0.051,0.043,0.039,0.03,995318.0,1256975.157967
51014,0.019,0.021,0.024,0.039,0.023,0.036,0.028,0.031,0.031,0.039,0.035,0.046,0.031,0.028,0.026,0.024,0.023,0.039,0.028,0.04,0.025,0.026,0.024,0.033,0.038,0.033,0.027,0.029,0.025,0.027,0.057,0.029,0.025,0.037,1291323.0,1447221.350045
51015,0.019,0.015,0.023,0.03,0.025,0.027,0.026,0.031,0.026,0.036,0.029,0.034,0.03,0.028,0.017,0.023,0.028,0.022,0.026,0.027,0.023,0.021,0.024,0.026,0.03,0.03,0.024,0.026,0.02,0.023,0.03,0.038,0.024,0.033,1177487.0,1474820.106959
51016,0.016,0.02,0.027,0.038,0.019,0.027,0.027,0.026,0.025,0.039,0.033,0.046,0.03,0.022,0.031,0.024,0.025,0.039,0.027,0.035,0.032,0.02,0.027,0.032,0.039,0.036,0.032,0.029,0.025,0.025,0.056,0.031,0.026,0.028,1308504.0,1675122.89315
51017,0.02,0.024,0.027,0.041,0.03,0.036,0.033,0.032,0.041,0.046,0.037,0.048,0.034,0.033,0.035,0.031,0.026,0.049,0.029,0.048,0.031,0.032,0.031,0.031,0.042,0.038,0.032,0.032,0.027,0.032,0.058,0.034,0.04,0.035,1331813.0,1688692.650684
51018,0.018,0.016,0.024,0.044,0.024,0.03,0.026,0.029,0.036,0.037,0.03,0.044,0.036,0.028,0.024,0.03,0.021,0.037,0.024,0.042,0.026,0.03,0.03,0.03,0.032,0.034,0.029,0.028,0.023,0.026,0.038,0.034,0.025,0.031,1272447.0,1510865.790736
51019,0.021,0.019,0.026,0.038,0.026,0.031,0.027,0.034,0.027,0.036,0.033,0.033,0.037,0.025,0.021,0.023,0.028,0.03,0.032,0.032,0.028,0.023,0.028,0.03,0.025,0.033,0.028,0.028,0.023,0.027,0.048,0.038,0.042,0.028,1285123.0,1641265.911496
51020,0.022,0.019,0.022,0.038,0.028,0.034,0.029,0.029,0.03,0.038,0.027,0.041,0.033,0.026,0.035,0.023,0.023,0.036,0.025,0.036,0.027,0.024,0.027,0.031,0.029,0.032,0.03,0.027,0.021,0.028,0.043,0.025,0.035,0.032,1124348.0,1481946.839512
51021,0.015,0.022,0.029,0.039,0.036,0.031,0.028,0.031,0.027,0.041,0.04,0.036,0.044,0.033,0.028,0.031,0.032,0.038,0.041,0.037,0.023,0.021,0.029,0.026,0.035,0.037,0.033,0.031,0.028,0.026,0.054,0.036,0.032,0.034,1079681.0,1470981.029199
51023,0.021,0.021,0.023,0.045,0.021,0.035,0.027,0.032,0.027,0.043,0.03,0.045,0.035,0.031,0.017,0.024,0.024,0.027,0.026,0.038,0.028,0.027,0.025,0.028,0.035,0.028,0.027,0.024,0.023,0.027,0.028,0.04,0.035,0.035,1371564.0,1580518.968663
51024,0.019,0.017,0.027,0.04,0.028,0.026,0.025,0.031,0.031,0.041,0.026,0.035,0.033,0.026,0.022,0.027,0.024,0.029,0.02,0.035,0.029,0.029,0.029,0.029,0.028,0.029,0.027,0.028,0.022,0.031,0.041,0.033,0.067,0.041,1203147.0,1379625.88084
51025,0.018,0.025,0.024,0.046,0.029,0.033,0.026,0.029,0.031,0.041,0.033,0.046,0.032,0.03,0.018,0.031,0.025,0.031,0.025,0.041,0.026,0.031,0.03,0.027,0.032,0.031,0.028,0.024,0.024,0.024,0.056,0.032,0.033,0.028,1355344.0,1787169.305601
51026,0.02,0.017,0.023,0.042,0.025,0.029,0.027,0.024,0.037,0.041,0.027,0.037,0.025,0.026,0.039,0.027,0.02,0.025,0.024,0.037,0.026,0.019,0.024,0.028,0.02,0.033,0.029,0.027,0.024,0.026,0.041,0.029,0.042,0.036,1301259.0,1510432.752181
51027,0.025,0.022,0.027,0.041,0.042,0.042,0.029,0.038,0.035,0.042,0.037,0.045,0.033,0.033,0.033,0.032,0.028,0.049,0.036,0.05,0.032,0.027,0.031,0.033,0.031,0.035,0.031,0.031,0.026,0.03,0.05,0.047,0.034,0.036,1231223.0,1610321.729995
51028,0.022,0.021,0.029,0.038,0.027,0.031,0.032,0.03,0.03,0.04,0.033,0.039,0.033,0.033,0.021,0.037,0.026,0.042,0.026,0.041,0.031,0.032,0.039,0.032,0.036,0.032,0.034,0.033,0.031,0.033,0.056,0.046,0.038,0.04,1196651.0,1522856.746613
51029,0.025,0.026,0.027,0.04,0.023,0.028,0.024,0.03,0.037,0.041,0.033,0.042,0.036,0.026,0.022,0.025,0.029,0.027,0.026,0.041,0.031,0.025,0.027,0.028,0.031,0.032,0.032,0.026,0.026,0.028,0.045,0.032,0.037,0.036,1115559.0,1437772.114634
51030,0.018,0.021,0.025,0.054,0.034,0.036,0.035,0.031,0.046,0.051,0.031,0.06,0.036,0.035,0.041,0.027,0.028,0.039,0.034,0.052,0.03,0.028,0.027,0.034,0.041,0.035,0.034,0.034,0.028,0.03,0.055,0.046,0.041,0.033,1188845.0,1520469.014546
51032,0.016,0.027,0.028,0.047,0.031,0.035,0.028,0.034,0.029,0.04,0.032,0.046,0.026,0.027,0.025,0.021,0.021,0.026,0.028,0.047,0.028,0.024,0.025,0.029,0.033,0.033,0.028,0.028,0.022,0.034,0.045,0.043,0.037,0.04,1092995.0,1264613.631993
51033,0.017,0.041,0.032,0.05,0.039,0.048,0.03,0.043,0.03,0.046,0.04,0.05,0.042,0.037,0.027,0.034,0.026,0.051,0.034,0.057,0.031,0.03,0.026,0.034,0.043,0.038,0.035,0.031,0.03,0.034,0.059,0.075,0.034,0.035,1006022.0,1170514.452739
51034,0.017,0.022,0.033,0.047,0.028,0.038,0.032,0.038,0.034,0.049,0.035,0.055,0.038,0.038,0.023,0.031,0.029,0.04,0.032,0.054,0.032,0.027,0.032,0.031,0.031,0.036,0.034,0.029,0.03,0.035,0.056,0.052,0.061,0.04,1116804.0,1397297.644001
51035,0.022,0.029,0.026,0.042,0.033,0.039,0.032,0.035,0.031,0.039,0.042,0.041,0.04,0.034,0.031,0.031,0.031,0.041,0.035,0.035,0.034,0.029,0.027,0.034,0.047,0.038,0.035,0.036,0.027,0.03,0.067,0.066,0.039,0.036,1184705.0,1487282.803788
51036,0.026,0.012,0.025,0.044,0.041,0.034,0.027,0.037,0.034,0.038,0.04,0.038,0.038,0.031,0.031,0.021,0.029,0.034,0.029,0.042,0.03,0.03,0.025,0.026,0.031,0.034,0.032,0.027,0.027,0.027,0.055,0.054,0.046,0.034,1020668.0,1189776.82309
51038,0.013,0.022,0.022,0.04,0.039,0.03,0.029,0.031,0.027,0.033,0.033,0.046,0.051,0.029,0.029,0.026,0.032,0.035,0.027,0.046,0.029,0.023,0.025,0.029,0.038,0.032,0.03,0.027,0.022,0.028,0.053,0.044,0.036,0.037,1226340.0,1479986.28649
51039,0.019,0.015,0.025,0.037,0.024,0.029,0.03,0.029,0.036,0.04,0.038,0.042,0.036,0.028,0.023,0.023,0.023,0.048,0.031,0.029,0.028,0.029,0.025,0.028,0.03,0.031,0.029,0.027,0.023,0.03,0.041,0.035,0.03,0.032,1099483.0,1285787.605034
51040,0.016,0.016,0.022,0.051,0.041,0.03,0.024,0.031,0.033,0.039,0.038,0.045,0.042,0.027,0.035,0.026,0.025,0.036,0.024,0.047,0.026,0.028,0.024,0.029,0.036,0.032,0.028,0.023,0.024,0.027,0.039,0.06,0.026,0.032,1102230.0,1358183.282294
51041,0.024,0.03,0.031,0.043,0.054,0.033,0.036,0.038,0.038,0.042,0.044,0.044,0.041,0.031,0.023,0.028,0.032,0.057,0.036,0.046,0.036,0.035,0.028,0.037,0.03,0.037,0.036,0.037,0.029,0.038,0.073,0.06,0.049,0.037,1005825.0,1253112.582347
51042,0.022,0.022,0.027,0.043,0.037,0.034,0.032,0.031,0.03,0.037,0.034,0.043,0.041,0.03,0.019,0.026,0.024,0.035,0.028,0.041,0.028,0.028,0.025,0.03,0.03,0.031,0.031,0.025,0.022,0.027,0.063,0.055,0.036,0.029,938926.0,868599.437955
51044,0.02,0.019,0.029,0.04,0.033,0.031,0.026,0.033,0.027,0.038,0.037,0.042,0.038,0.025,0.044,0.024,0.023,0.035,0.028,0.047,0.024,0.02,0.024,0.025,0.032,0.027,0.029,0.024,0.023,0.027,0.06,0.031,0.035,0.03,1204312.0,1506745.320868
51045,0.028,0.015,0.027,0.047,0.034,0.032,0.031,0.035,0.035,0.041,0.037,0.051,0.033,0.032,0.024,0.029,0.028,0.037,0.023,0.048,0.028,0.036,0.029,0.029,0.03,0.033,0.031,0.027,0.023,0.031,0.042,0.047,0.037,0.038,1086945.0,1332609.011227
51046,0.024,0.017,0.023,0.045,0.027,0.031,0.029,0.03,0.033,0.039,0.033,0.047,0.029,0.029,0.034,0.022,0.026,0.027,0.026,0.046,0.027,0.029,0.026,0.03,0.029,0.03,0.026,0.031,0.022,0.03,0.053,0.032,0.04,0.033,1083334.0,1374904.840664
51047,0.018,0.022,0.021,0.039,0.023,0.029,0.027,0.029,0.03,0.039,0.032,0.039,0.035,0.028,0.02,0.022,0.026,0.035,0.026,0.041,0.025,0.024,0.025,0.027,0.025,0.032,0.028,0.028,0.025,0.029,0.047,0.04,0.026,0.03,1162202.0,1389971.961928
51048,0.022,0.025,0.024,0.033,0.019,0.031,0.025,0.026,0.023,0.036,0.029,0.041,0.032,0.023,0.032,0.023,0.021,0.031,0.023,0.038,0.023,0.026,0.024,0.025,0.03,0.029,0.026,0.027,0.021,0.024,0.035,0.027,0.032,0.033,1232370.0,1514823.765664
51049,0.014,0.02,0.023,0.042,0.023,0.032,0.027,0.032,0.03,0.035,0.038,0.035,0.039,0.028,0.029,0.023,0.027,0.042,0.024,0.034,0.023,0.025,0.026,0.027,0.032,0.029,0.026,0.028,0.021,0.028,0.041,0.043,0.033,0.039,1135066.0,1420468.360825
51050,0.02,0.022,0.029,0.045,0.028,0.035,0.03,0.029,0.033,0.036,0.036,0.046,0.032,0.027,0.036,0.029,0.026,0.025,0.023,0.042,0.028,0.03,0.027,0.035,0.046,0.035,0.028,0.03,0.022,0.03,0.038,0.063,0.025,0.029,1048950.0,1368348.62818
